企业代号,企业名称,信誉评级,是否违约,有效销项金额,有效进项金额,月均销项收入,毛利率,有效销项发票数,有效进项发票数,销项作废率,进项作废率,销项负数率,进项负数率,有效经营月份数,最长销项断档月数,销项收入波动系数,客户数,供应商数,客户集中度HHI,供应商集中度HHI,进销匹配差异,经营规模分,经营连续性分,交易真实性分,抗风险能力分,信用基础分,信用得分,风险得分,最大作废率,最大负数率,是否一票否决,一票否决原因,是否高风险池,高风险池原因,风险等级,分级依据指标
E109,***服饰有限公司,D,是,442766.770000,3257.440000,36897.230833,0.992643,23,10,0.303030,0.000000,0.000000,0.000000,15,4,1.224882,17,7,0.153603,0.179408,0.992643,0.484192,44.265525,47.628748,41.665771,0,29.214494,70.785506,0.303030,0.000000,是,信誉评级D,否,,高风险,信用得分=29.21，有效销项金额=442766.77，毛利率=99.26%，有效经营月份=15，最大作废率=30.30%，最大负数率=0.00%，进销匹配差异=0.99，客户HHI=0.154，供应商HHI=0.179
E110,***通讯器材经营部,C,否,196919.860000,963.390000,9377.136190,0.995108,62,3,0.253012,0.000000,0.000000,0.000000,21,2,1.021715,34,1,0.154412,1.000000,0.995108,0.266852,61.087296,47.585615,23.078222,60.000000,34.796220,65.203780,0.253012,0.000000,是,有效销项金额196919.86 <= 5%分位197251.46,否,,高风险,信用得分=34.80，有效销项金额=196919.86，毛利率=99.51%，有效经营月份=21，最大作废率=25.30%，最大负数率=0.00%，进销匹配差异=1.00，客户HHI=0.154，供应商HHI=1.000
E111,***科技有限公司,D,是,722954.010000,489491.990000,24098.467000,0.322928,204,264,0.184000,0.050360,0.112000,0.014388,31,0,1.001609,9,95,0.390188,0.153346,0.322928,30.092127,81.366540,51.788762,37.816874,0,44.306905,55.693095,0.184000,0.112000,是,信誉评级D,否,,高风险,信用得分=44.31，有效销项金额=722954.01，毛利率=32.29%，有效经营月份=31，最大作废率=18.40%，最大负数率=11.20%，进销匹配差异=0.32，客户HHI=0.390，供应商HHI=0.153
E112,***机械设备有限公司,D,是,936281.430000,790709.840000,93628.143000,0.155478,16,102,0.272727,0.037736,0.045455,0.018868,27,3,0.588327,2,25,0.992386,0.308753,0.155478,30.423515,73.606572,55.460945,16.501206,0,39.492671,60.507329,0.272727,0.045455,是,信誉评级D,否,,高风险,信用得分=39.49，有效销项金额=936281.43，毛利率=15.55%，有效经营月份=27，最大作废率=27.27%，最大负数率=4.55%，进销匹配差异=0.16，客户HHI=0.992，供应商HHI=0.309
E113,***美居科技有限公司,D,是,283580.550000,1289936.460000,70895.137500,-3.548748,31,102,0.340426,0.019231,0.000000,0.000000,22,7,0.684025,3,35,0.453171,0.502724,3.548748,0.191547,54.777434,30.000000,21.802697,0,22.863913,77.136087,0.340426,0.000000,是,信誉评级D,否,,高风险,信用得分=22.86，有效销项金额=283580.55，毛利率=-354.87%，有效经营月份=22，最大作废率=34.04%，最大负数率=0.00%，进销匹配差异=3.55，客户HHI=0.453，供应商HHI=0.503
E114,***食品有限责任公司,D,是,219628.780000,566540.050000,9151.199167,-1.579535,66,69,0.120000,0.092105,0.013333,0.000000,34,3,0.909133,23,20,0.080459,0.180330,1.579535,0.000000,79.650924,53.558143,44.983885,0,38.316498,61.683502,0.120000,0.013333,是,信誉评级D,否,,高风险,信用得分=38.32，有效销项金额=219628.78，毛利率=-157.95%，有效经营月份=34，最大作废率=12.00%，最大负数率=1.33%，进销匹配差异=1.58，客户HHI=0.080，供应商HHI=0.180
E115,***装饰工程有限公司,D,是,55533.980000,528.300000,18511.326667,0.990487,4,2,0.333333,0.000000,0.000000,0.000000,5,11,0.592159,3,2,0.450218,0.500000,0.990487,0.518896,22.053342,47.666479,20.826359,0,20.622284,79.377716,0.333333,0.000000,是,信誉评级D；有效销项金额55533.98 <= 5%分位197251.46；有效经营月份数5 < 6,否,,高风险,信用得分=20.62，有效销项金额=55533.98，毛利率=99.05%，有效经营月份=5，最大作废率=33.33%，最大负数率=0.00%，进销匹配差异=0.99，客户HHI=0.450，供应商HHI=0.500
E116,***门窗有限公司,D,是,231427.540000,2605.870000,15428.502667,0.988740,43,10,0.085106,0.000000,0.000000,0.000000,19,4,0.896871,25,8,0.089639,0.149939,0.988740,0.614181,54.821243,70.782156,45.341250,0,37.881583,62.118417,0.085106,0.000000,是,信誉评级D,否,,高风险,信用得分=37.88，有效销项金额=231427.54，毛利率=98.87%，有效经营月份=19，最大作废率=8.51%，最大负数率=0.00%，进销匹配差异=0.99，客户HHI=0.090，供应商HHI=0.150
E117,***人力资源管理咨询有限公司,D,是,523351.310000,6708.790000,52335.131000,0.987181,26,4,0.409091,0.000000,0.000000,0.000000,12,3,0.847526,1,3,1.000000,0.578632,0.987181,0.863241,47.506579,47.724331,7.095131,0,23.067235,76.932765,0.409091,0.000000,是,信誉评级D；最大作废率40.91% > 40%,否,,高风险,信用得分=23.07，有效销项金额=523351.31，毛利率=98.72%，有效经营月份=12，最大作废率=40.91%，最大负数率=0.00%，进销匹配差异=0.99，客户HHI=1.000，供应商HHI=0.579
E118,***体育用品有限公司,D,是,272744.780000,62209.690000,9091.492667,0.771912,136,27,0.055556,0.068966,0.006944,0.000000,35,2,1.456938,117,9,0.104186,0.340657,0.771912,12.441139,76.042530,75.794693,46.169544,0,46.501373,53.498627,0.068966,0.006944,是,信誉评级D,否,,高风险,信用得分=46.50，有效销项金额=272744.78，毛利率=77.19%，有效经营月份=35，最大作废率=6.90%，最大负数率=0.69%，进销匹配差异=0.77，客户HHI=0.104，供应商HHI=0.341
E119,***药房,D,是,35671.860000,219738.720000,3963.540000,-5.160002,18,314,0.142857,0.003175,0.000000,0.003175,31,9,0.604687,14,17,0.096674,0.162470,5.160002,0.000000,64.379348,44.523810,44.195274,0,32.845877,67.154123,0.142857,0.003175,是,信誉评级D；有效销项金额35671.86 <= 5%分位197251.46；进销匹配差异5.16 > 4,否,,高风险,信用得分=32.85，有效销项金额=35671.86，毛利率=-516.00%，有效经营月份=31，最大作废率=14.29%，最大负数率=0.32%，进销匹配差异=5.16，客户HHI=0.097，供应商HHI=0.162
E120,***陈列广告有限公司,D,是,190673.210000,18115.560000,31778.868333,0.904992,9,35,0.689655,0.027778,0.000000,0.000000,15,9,0.912698,6,16,0.305421,0.347709,0.904992,5.212218,36.101419,49.162647,30.886682,0,26.991337,73.008663,0.689655,0.000000,是,信誉评级D；有效销项金额190673.21 <= 5%分位197251.46；最大作废率68.97% > 40%,否,,高风险,信用得分=26.99，有效销项金额=190673.21，毛利率=90.50%，有效经营月份=15，最大作废率=68.97%，最大负数率=0.00%，进销匹配差异=0.90，客户HHI=0.305，供应商HHI=0.348
E121,***药业连锁有限公司***药店,D,是,101462.020000,1073486.180000,4227.584167,-9.580177,163,50,0.123656,0.000000,0.000000,0.020000,26,0,0.792403,116,11,0.042771,0.961957,9.580177,0.000000,76.772176,44.688172,33.415819,0,33.209642,66.790358,0.123656,0.020000,是,信誉评级D；有效销项金额101462.02 <= 5%分位197251.46；进销匹配差异9.58 > 4,否,,高风险,信用得分=33.21，有效销项金额=101462.02，毛利率=-958.02%，有效经营月份=26，最大作废率=12.37%，最大负数率=2.00%，进销匹配差异=9.58，客户HHI=0.043，供应商HHI=0.962
E122,***商贸有限责任公司,D,是,58921.820000,50672.110000,2266.223846,0.140011,102,47,0.135593,0.020833,0.067797,0.020833,30,2,1.147329,69,22,0.069750,0.276821,0.140011,30.000000,72.842654,68.397263,45.998451,0,48.367537,51.632463,0.135593,0.067797,是,信誉评级D；有效销项金额58921.82 <= 5%分位197251.46,否,,高风险,信用得分=48.37，有效销项金额=58921.82，毛利率=14.00%，有效经营月份=30，最大作废率=13.56%，最大负数率=6.78%，进销匹配差异=0.14，客户HHI=0.070，供应商HHI=0.277
E123,***创科技有限责任公司,D,是,200235.850000,792.450000,14302.560714,0.996042,33,3,0.492308,0.000000,0.000000,0.000000,15,5,2.025326,5,2,0.414870,0.555556,0.996042,0.215868,31.000000,47.569258,20.242734,0,22.194828,77.805172,0.492308,0.000000,是,信誉评级D；最大作废率49.23% > 40%,否,,高风险,信用得分=22.19，有效销项金额=200235.85，毛利率=99.60%，有效经营月份=15，最大作废率=49.23%，最大负数率=0.00%，进销匹配差异=1.00，客户HHI=0.415，供应商HHI=0.556
