企业代号,企业名称,估计信用等级,信用得分,风险等级,分级依据指标,是否一票否决,一票否决原因,是否高风险池,高风险池原因,是否放贷,初始建议额度_万元,额度上限_万元,最终贷款额度_万元,建议贷款年利率,客户流失率
E299,***压缩天然气有限责任公司,类C,58.500412,中风险,信用得分=58.50，有效销项金额=19682705.99，毛利率=-22.90%，有效经营月份=38，最大作废率=9.17%，最大负数率=1.10%，进销匹配差异=0.23，客户HHI=0.323，供应商HHI=0.419,否,,否,,放贷,50,50.000000,50,0.110500,0.711101
E300,***建设工程有限公司,类C,60.689551,中风险,信用得分=60.69，有效销项金额=18538935.79，毛利率=20.47%，有效经营月份=35，最大作废率=9.35%，最大负数率=1.63%，进销匹配差异=0.20，客户HHI=0.155，供应商HHI=0.061,否,,否,,放贷,50,50.000000,50,0.110500,0.711101
E301,***企业管理咨询有限公司,类B,64.438290,中风险,信用得分=64.44，有效销项金额=15413221.30，毛利率=74.57%，有效经营月份=36，最大作废率=6.55%，最大负数率=1.75%，进销匹配差异=0.75，客户HHI=0.113，供应商HHI=0.066,否,,否,,放贷,50,50.000000,50,0.106500,0.705316
E302,***机电设备有限公司,类C,58.709174,中风险,信用得分=58.71，有效销项金额=9362480.97，毛利率=66.69%，有效经营月份=38，最大作废率=9.69%，最大负数率=0.84%，进销匹配差异=0.67，客户HHI=0.093，供应商HHI=0.098,否,,否,,放贷,50,50.000000,50,0.110500,0.711101
E303,***图书发行有限公司,类C,52.266302,中风险,信用得分=52.27，有效销项金额=16347545.81，毛利率=86.68%，有效经营月份=38，最大作废率=12.50%，最大负数率=0.28%，进销匹配差异=0.87，客户HHI=0.106，供应商HHI=0.295,否,,否,,资金不足未放贷,50,50.000000,0.000000,0.110500,0.711101
E304,***环保科技有限公司,类C,57.104866,中风险,信用得分=57.10，有效销项金额=9378613.35，毛利率=-79.26%，有效经营月份=37，最大作废率=7.58%，最大负数率=0.16%，进销匹配差异=0.79，客户HHI=0.047，供应商HHI=0.210,否,,否,,资金不足未放贷,50,50.000000,0.000000,0.110500,0.711101
E305,***劳务有限公司,类C,58.399670,中风险,信用得分=58.40，有效销项金额=47837106.24，毛利率=59.42%，有效经营月份=37，最大作废率=10.58%，最大负数率=0.56%，进销匹配差异=0.59，客户HHI=0.335，供应商HHI=0.395,否,,否,,放贷,50,50.000000,50,0.110500,0.711101
E306,个体经营E306 ,类C,55.906821,中风险,信用得分=55.91，有效销项金额=12549784.60，毛利率=71.26%，有效经营月份=34，最大作废率=13.87%，最大负数率=2.09%，进销匹配差异=0.71，客户HHI=0.079，供应商HHI=0.230,否,,否,,资金不足未放贷,50,50.000000,0.000000,0.110500,0.711101
E307,***通信工程有限公司,类C,50.407160,中风险,信用得分=50.41，有效销项金额=6136165.47，毛利率=49.82%，有效经营月份=33，最大作废率=14.78%，最大负数率=0.00%，进销匹配差异=0.50，客户HHI=0.324，供应商HHI=0.413,否,,否,,资金不足未放贷,50,50.000000,0.000000,0.110500,0.711101
E308,***餐饮文化服务有限公司,类B,66.306107,较低风险,信用得分=66.31，有效销项金额=11938831.56，毛利率=31.18%，有效经营月份=37，最大作废率=19.95%，最大负数率=1.75%，进销匹配差异=0.31，客户HHI=0.001，供应商HHI=0.070,否,,否,,放贷,69.675496,80.000000,69.675496,0.070500,0.458295
E309,个体经营E309 ,类C,57.519071,中风险,信用得分=57.52，有效销项金额=12733306.41，毛利率=49.95%，有效经营月份=35，最大作废率=18.48%，最大负数率=1.42%，进销匹配差异=0.50，客户HHI=0.093，供应商HHI=0.080,否,,否,,资金不足未放贷,50,50.000000,0.000000,0.110500,0.711101
E310,***律师事务所,类B,67.879138,较低风险,信用得分=67.88，有效销项金额=11111512.29，毛利率=66.92%，有效经营月份=31，最大作废率=5.92%，最大负数率=3.01%，进销匹配差异=0.67，客户HHI=0.024，供应商HHI=0.057,否,,否,,放贷,71.091224,80.000000,71.091224,0.070500,0.458295
E311,***律师事务所,类C,55.723642,中风险,信用得分=55.72，有效销项金额=10671429.46，毛利率=81.29%，有效经营月份=27，最大作废率=11.99%，最大负数率=4.07%，进销匹配差异=0.81，客户HHI=0.048，供应商HHI=0.052,否,,否,,资金不足未放贷,50,50.000000,0.000000,0.110500,0.711101
E312,***家居用品有限公司,类C,56.569413,中风险,信用得分=56.57，有效销项金额=12251621.22，毛利率=-501.34%，有效经营月份=37，最大作废率=4.71%，最大负数率=2.20%，进销匹配差异=5.01，客户HHI=0.164，供应商HHI=0.065,是,进销匹配差异5.01 > 4,否,,不放贷,0.000000,0.000000,0.000000,0.000000,0.000000
E313,***物流有限公司,类B,62.580308,中风险,信用得分=62.58，有效销项金额=13222546.68，毛利率=46.49%，有效经营月份=38，最大作废率=6.06%，最大负数率=2.69%，进销匹配差异=0.46，客户HHI=0.198，供应商HHI=0.191,否,,否,,放贷,50,50.000000,50,0.106500,0.705316
E314,***房地产营销策划有限公司,类C,53.459178,中风险,信用得分=53.46，有效销项金额=7405442.54，毛利率=59.87%，有效经营月份=36，最大作废率=13.39%，最大负数率=3.12%，进销匹配差异=0.60，客户HHI=0.293，供应商HHI=0.335,否,,否,,资金不足未放贷,50,50.000000,0.000000,0.110500,0.711101
E315,***轮胎有限公司,类C,60.690578,中风险,信用得分=60.69，有效销项金额=11439913.57，毛利率=81.29%，有效经营月份=38，最大作废率=3.09%，最大负数率=1.03%，进销匹配差异=0.81，客户HHI=0.148，供应商HHI=0.058,否,,否,,放贷,50,50.000000,50,0.110500,0.711101
E316,个体经营E316 ,类C,51.399045,中风险,信用得分=51.40，有效销项金额=10820742.97，毛利率=76.75%，有效经营月份=36，最大作废率=11.40%，最大负数率=2.85%，进销匹配差异=0.77，客户HHI=0.530，供应商HHI=0.090,否,,否,,资金不足未放贷,50,50.000000,0.000000,0.110500,0.711101
E317,***科技有限公司,类D,44.783117,高风险,信用得分=44.78，有效销项金额=5715048.96，毛利率=71.34%，有效经营月份=32，最大作废率=18.18%，最大负数率=4.78%，进销匹配差异=0.71，客户HHI=0.079，供应商HHI=0.104,否,,是,信用得分44.78 < 50,资金不足未放贷,30,30.000000,0.000000,0.122500,0.784481
E318,***商贸有限公司,类C,51.035691,中风险,信用得分=51.04，有效销项金额=11136065.79，毛利率=89.34%，有效经营月份=38，最大作废率=14.67%，最大负数率=0.67%，进销匹配差异=0.89，客户HHI=0.202，供应商HHI=0.304,否,,否,,资金不足未放贷,50,50.000000,0.000000,0.110500,0.711101
E319,个体经营E319 ,类B,67.864245,较低风险,信用得分=67.86，有效销项金额=13556534.74，毛利率=46.40%，有效经营月份=36，最大作废率=6.87%，最大负数率=0.81%，进销匹配差异=0.46，客户HHI=0.032，供应商HHI=0.090,否,,否,,放贷,71.077820,80.000000,71.077820,0.070500,0.458295
E320,***建筑设计有限公司,类C,55.309493,中风险,信用得分=55.31，有效销项金额=8499217.04，毛利率=21.21%，有效经营月份=30，最大作废率=6.12%，最大负数率=0.00%，进销匹配差异=0.21，客户HHI=0.466，供应商HHI=0.645,否,,否,,资金不足未放贷,50,50.000000,0.000000,0.110500,0.711101
E321,***生物流有限公司,类C,56.011230,中风险,信用得分=56.01，有效销项金额=11319199.69，毛利率=54.52%，有效经营月份=37，最大作废率=14.52%，最大负数率=1.59%，进销匹配差异=0.55，客户HHI=0.037，供应商HHI=0.657,否,,否,,资金不足未放贷,50,50.000000,0.000000,0.110500,0.711101
E322,***装饰工程设计有限公司,类C,61.170504,中风险,信用得分=61.17，有效销项金额=10070044.29，毛利率=9.99%，有效经营月份=30，最大作废率=5.45%，最大负数率=5.00%，进销匹配差异=0.10，客户HHI=0.235，供应商HHI=0.088,否,,否,,放贷,50,50.000000,50,0.110500,0.711101
E323,***建筑装饰工程有限公司,类C,48.765690,高风险,信用得分=48.77，有效销项金额=5482348.52，毛利率=27.10%，有效经营月份=26，最大作废率=29.09%，最大负数率=0.80%，进销匹配差异=0.27，客户HHI=0.382，供应商HHI=0.076,否,,是,信用得分48.77 < 50；最大作废率29.09% > 25%,资金不足未放贷,30,30.000000,0.000000,0.122500,0.784481
E324,***汽贸有限公司,类D,39.028611,高风险,信用得分=39.03，有效销项金额=13801263.37，毛利率=-475.07%，有效经营月份=37，最大作废率=18.51%，最大负数率=1.44%，进销匹配差异=4.75，客户HHI=0.405，供应商HHI=0.266,是,进销匹配差异4.75 > 4,否,,不放贷,0.000000,0.000000,0.000000,0.000000,0.000000
E325,***通讯器材有限公司,类C,52.377366,中风险,信用得分=52.38，有效销项金额=11491404.96，毛利率=-171.84%，有效经营月份=38，最大作废率=4.28%，最大负数率=2.26%，进销匹配差异=1.72，客户HHI=0.149，供应商HHI=0.578,否,,否,,资金不足未放贷,50,50.000000,0.000000,0.110500,0.711101
E326,***包装材料有限公司,类B,64.551391,中风险,信用得分=64.55，有效销项金额=11078618.60，毛利率=20.35%，有效经营月份=34，最大作废率=8.59%，最大负数率=0.00%，进销匹配差异=0.20，客户HHI=0.184，供应商HHI=0.092,否,,否,,放贷,50,50.000000,50,0.106500,0.705316
E327,个体经营E327 ,类C,58.770822,中风险,信用得分=58.77，有效销项金额=17995408.78，毛利率=40.31%，有效经营月份=36，最大作废率=7.38%，最大负数率=0.37%，进销匹配差异=0.40，客户HHI=0.852，供应商HHI=0.187,否,,否,,放贷,50,50.000000,50,0.110500,0.711101
E328,***科技有限公司,类C,51.844135,中风险,信用得分=51.84，有效销项金额=8339064.06，毛利率=72.52%，有效经营月份=30，最大作废率=12.20%，最大负数率=2.44%，进销匹配差异=0.73，客户HHI=0.089，供应商HHI=0.160,否,,否,,资金不足未放贷,50,50.000000,0.000000,0.110500,0.711101
E329,***园艺有限责任公司,类D,41.614478,高风险,信用得分=41.61，有效销项金额=11070606.10，毛利率=99.99%，有效经营月份=19，最大作废率=3.88%，最大负数率=0.00%，进销匹配差异=1.00，客户HHI=0.236，供应商HHI=0.293,否,,是,信用得分41.61 < 50,资金不足未放贷,30,30.000000,0.000000,0.122500,0.784481
E330,***酒店管理有限公司,类B,67.892192,较低风险,信用得分=67.89，有效销项金额=8297018.33，毛利率=67.50%，有效经营月份=38，最大作废率=2.18%，最大负数率=0.44%，进销匹配差异=0.68，客户HHI=0.250，供应商HHI=0.075,否,,否,,放贷,71.102973,80.000000,71.102973,0.070500,0.458295
E331,***广告有限公司,类C,49.853727,高风险,信用得分=49.85，有效销项金额=6039945.03，毛利率=80.17%，有效经营月份=35，最大作废率=7.37%，最大负数率=3.16%，进销匹配差异=0.80，客户HHI=0.289，供应商HHI=0.112,否,,是,信用得分49.85 < 50,资金不足未放贷,30,30.000000,0.000000,0.122500,0.784481
E332,***商贸有限公司,类C,60.079114,中风险,信用得分=60.08，有效销项金额=30588960.18，毛利率=47.06%，有效经营月份=37，最大作废率=2.58%，最大负数率=0.77%，进销匹配差异=0.47，客户HHI=0.778，供应商HHI=0.198,否,,否,,放贷,50,50.000000,50,0.110500,0.711101
E333,***房地产营销策划有限公司,类C,52.231662,中风险,信用得分=52.23，有效销项金额=7120404.60，毛利率=81.55%，有效经营月份=34，最大作废率=7.30%，最大负数率=0.73%，进销匹配差异=0.82，客户HHI=0.608，供应商HHI=0.118,否,,否,,资金不足未放贷,50,50.000000,0.000000,0.110500,0.711101
E334,***机械科技有限公司,类C,55.671128,中风险,信用得分=55.67，有效销项金额=7529936.97，毛利率=27.61%，有效经营月份=31，最大作废率=6.09%，最大负数率=3.05%，进销匹配差异=0.28，客户HHI=0.600，供应商HHI=0.413,否,,否,,资金不足未放贷,50,50.000000,0.000000,0.110500,0.711101
E335,***挖掘机租赁经营部,类C,49.359984,高风险,信用得分=49.36，有效销项金额=5453445.84，毛利率=40.49%，有效经营月份=23，最大作废率=20.00%，最大负数率=0.00%，进销匹配差异=0.40，客户HHI=0.349，供应商HHI=0.365,否,,是,信用得分49.36 < 50,资金不足未放贷,30,30.000000,0.000000,0.122500,0.784481
E336,***猕猴桃专业合作社,类D,28.681112,高风险,信用得分=28.68，有效销项金额=2876876.50，毛利率=90.89%，有效经营月份=14，最大作废率=9.43%，最大负数率=0.00%，进销匹配差异=0.91，客户HHI=0.379，供应商HHI=0.992,否,,是,信用得分28.68 < 50,资金不足未放贷,30,30.000000,0.000000,0.122500,0.784481
E337,个体经营E337 ,类C,53.004317,中风险,信用得分=53.00，有效销项金额=11315825.15，毛利率=97.41%，有效经营月份=36，最大作废率=10.08%，最大负数率=0.93%，进销匹配差异=0.97，客户HHI=0.062，供应商HHI=0.267,否,,否,,资金不足未放贷,50,50.000000,0.000000,0.110500,0.711101
E338,***商贸有限公司,类C,49.092250,高风险,信用得分=49.09，有效销项金额=7358057.11，毛利率=92.24%，有效经营月份=33，最大作废率=7.87%，最大负数率=0.79%，进销匹配差异=0.92，客户HHI=0.308，供应商HHI=0.090,否,,是,信用得分49.09 < 50,资金不足未放贷,30,30.000000,0.000000,0.122500,0.784481
E339,***居益卫浴家俬厂,类C,58.102888,中风险,信用得分=58.10，有效销项金额=3899767.09，毛利率=25.82%，有效经营月份=23，最大作废率=4.55%，最大负数率=2.27%，进销匹配差异=0.26，客户HHI=0.125，供应商HHI=0.179,否,,否,,放贷,50,50.000000,50,0.110500,0.711101
E340,***物流有限公司,类D,36.795452,高风险,信用得分=36.80，有效销项金额=6827724.23，毛利率=99.57%，有效经营月份=32，最大作废率=16.46%，最大负数率=6.71%，进销匹配差异=1.00，客户HHI=0.079，供应商HHI=0.911,否,,是,信用得分36.80 < 50,资金不足未放贷,30,30.000000,0.000000,0.122500,0.784481
E341,***纺织品有限公司,类C,48.948600,高风险,信用得分=48.95，有效销项金额=3378699.30，毛利率=57.53%，有效经营月份=17，最大作废率=8.00%，最大负数率=0.00%，进销匹配差异=0.58，客户HHI=0.078，供应商HHI=0.893,否,,是,信用得分48.95 < 50,资金不足未放贷,30,30.000000,0.000000,0.122500,0.784481
E342,***裕华机械厂,类C,56.019019,中风险,信用得分=56.02，有效销项金额=4929621.64，毛利率=54.56%，有效经营月份=38，最大作废率=16.98%，最大负数率=0.63%，进销匹配差异=0.55，客户HHI=0.269，供应商HHI=0.100,否,,否,,资金不足未放贷,50,50.000000,0.000000,0.110500,0.711101
E343,***五金工具经营部,类D,41.830567,高风险,信用得分=41.83，有效销项金额=2551960.05，毛利率=99.97%，有效经营月份=37，最大作废率=7.39%，最大负数率=2.31%，进销匹配差异=1.00，客户HHI=0.431，供应商HHI=1.000,否,,是,信用得分41.83 < 50,资金不足未放贷,30,30.000000,0.000000,0.122500,0.784481
E344,***机械有限公司,类C,59.314480,中风险,信用得分=59.31，有效销项金额=2301371.92，毛利率=39.16%，有效经营月份=38，最大作废率=5.38%，最大负数率=5.38%，进销匹配差异=0.39，客户HHI=0.104，供应商HHI=0.268,否,,否,,放贷,50,50.000000,50,0.110500,0.711101
E345,***科技有限公司,类C,52.819057,中风险,信用得分=52.82，有效销项金额=2248406.59，毛利率=74.10%，有效经营月份=35，最大作废率=13.79%，最大负数率=0.00%，进销匹配差异=0.74，客户HHI=0.203，供应商HHI=0.089,否,,否,,资金不足未放贷,50,50.000000,0.000000,0.110500,0.711101
E346,个体经营E346 ,类B,67.316941,较低风险,信用得分=67.32，有效销项金额=2408534.78，毛利率=4.21%，有效经营月份=36，最大作废率=6.20%，最大负数率=1.41%，进销匹配差异=0.04，客户HHI=0.044，供应商HHI=0.107,否,,否,,放贷,70.585247,80.000000,70.585247,0.070500,0.458295
E347,***不锈钢材料有限公司,类C,56.428499,中风险,信用得分=56.43，有效销项金额=2117098.20，毛利率=53.96%，有效经营月份=37，最大作废率=19.05%，最大负数率=0.00%，进销匹配差异=0.54，客户HHI=0.062，供应商HHI=0.087,否,,否,,资金不足未放贷,50,50.000000,0.000000,0.110500,0.711101
E348,***酒店管理有限公司,类B,64.830849,中风险,信用得分=64.83，有效销项金额=2260862.78，毛利率=65.83%，有效经营月份=34，最大作废率=5.13%，最大负数率=2.50%，进销匹配差异=0.66，客户HHI=0.053，供应商HHI=0.151,否,,否,,放贷,50,50.000000,50,0.106500,0.705316
E349,***营销策划广告有限公司,类D,39.163351,高风险,信用得分=39.16，有效销项金额=3329073.81，毛利率=99.79%，有效经营月份=10，最大作废率=0.00%，最大负数率=0.00%，进销匹配差异=1.00，客户HHI=0.512，供应商HHI=0.255,否,,是,信用得分39.16 < 50,资金不足未放贷,30,30.000000,0.000000,0.122500,0.784481
E350,***演艺设备有限公司,类C,51.473212,中风险,信用得分=51.47，有效销项金额=1472460.75，毛利率=72.37%，有效经营月份=32，最大作废率=13.33%，最大负数率=1.67%，进销匹配差异=0.72，客户HHI=0.140，供应商HHI=0.084,否,,否,,资金不足未放贷,50,50.000000,0.000000,0.110500,0.711101
E351,***文化传播有限公司,类D,42.735423,高风险,信用得分=42.74，有效销项金额=1057514.98，毛利率=71.83%，有效经营月份=28，最大作废率=13.33%，最大负数率=0.99%，进销匹配差异=0.72，客户HHI=0.189，供应商HHI=0.490,否,,是,信用得分42.74 < 50,资金不足未放贷,30,30.000000,0.000000,0.122500,0.784481
E352,***居装饰工程有限公司,类D,43.606315,高风险,信用得分=43.61，有效销项金额=2649962.15，毛利率=-418.37%，有效经营月份=37，最大作废率=9.62%，最大负数率=1.62%，进销匹配差异=4.18，客户HHI=0.034，供应商HHI=0.121,是,进销匹配差异4.18 > 4,否,,不放贷,0.000000,0.000000,0.000000,0.000000,0.000000
E353,***税务师事务所有限公司,类C,48.519101,高风险,信用得分=48.52，有效销项金额=2734142.36，毛利率=88.35%，有效经营月份=34，最大作废率=15.00%，最大负数率=5.00%，进销匹配差异=0.88，客户HHI=0.064，供应商HHI=0.069,否,,是,信用得分48.52 < 50,资金不足未放贷,30,30.000000,0.000000,0.122500,0.784481
E354,***广告有限公司,类C,51.837407,中风险,信用得分=51.84，有效销项金额=2217049.23，毛利率=73.39%，有效经营月份=35，最大作废率=9.29%，最大负数率=2.17%，进销匹配差异=0.73，客户HHI=0.118，供应商HHI=0.378,否,,否,,资金不足未放贷,50,50.000000,0.000000,0.110500,0.711101
E355,***地毯经营部,类C,48.205640,高风险,信用得分=48.21，有效销项金额=1194335.28，毛利率=57.69%，有效经营月份=26，最大作废率=25.00%，最大负数率=0.00%，进销匹配差异=0.58，客户HHI=0.040，供应商HHI=0.998,否,,是,信用得分48.21 < 50,资金不足未放贷,30,30.000000,0.000000,0.122500,0.784481
E356,***建材装饰部,类D,39.592312,高风险,信用得分=39.59，有效销项金额=1507883.02，毛利率=98.93%，有效经营月份=27，最大作废率=1.05%，最大负数率=0.00%，进销匹配差异=0.99，客户HHI=0.843，供应商HHI=0.937,否,,是,信用得分39.59 < 50,资金不足未放贷,30,30.000000,0.000000,0.122500,0.784481
E357,***家居经营部,类D,37.311743,高风险,信用得分=37.31，有效销项金额=1330097.04，毛利率=95.31%，有效经营月份=26，最大作废率=6.49%，最大负数率=10.00%，进销匹配差异=0.95，客户HHI=0.241，供应商HHI=0.589,否,,是,信用得分37.31 < 50,资金不足未放贷,30,30.000000,0.000000,0.122500,0.784481
E358,***五金经营部,类D,34.522352,高风险,信用得分=34.52，有效销项金额=1604256.98，毛利率=99.97%，有效经营月份=26，最大作废率=13.95%，最大负数率=11.30%，进销匹配差异=1.00，客户HHI=0.163，供应商HHI=1.000,否,,是,信用得分34.52 < 50,资金不足未放贷,30,30.000000,0.000000,0.122500,0.784481
E359,***厨房用品经营部,类D,40.707065,高风险,信用得分=40.71，有效销项金额=1190765.02，毛利率=99.96%，有效经营月份=24，最大作废率=7.82%，最大负数率=1.23%，进销匹配差异=1.00，客户HHI=0.096，供应商HHI=1.000,否,,是,信用得分40.71 < 50,资金不足未放贷,30,30.000000,0.000000,0.122500,0.784481
E360,***建筑劳务有限公司,类D,22.758937,高风险,信用得分=22.76，有效销项金额=2610374.92，毛利率=99.97%，有效经营月份=6，最大作废率=17.14%，最大负数率=0.00%，进销匹配差异=1.00，客户HHI=0.695，供应商HHI=1.000,否,,是,信用得分22.76 < 50,资金不足未放贷,30,30.000000,0.000000,0.122500,0.784481
E361,***勘察设计工程有限公司,类C,51.304774,中风险,信用得分=51.30，有效销项金额=4901439.63，毛利率=33.71%，有效经营月份=28，最大作废率=23.73%，最大负数率=0.00%，进销匹配差异=0.34，客户HHI=0.120，供应商HHI=0.221,否,,否,,资金不足未放贷,50,50.000000,0.000000,0.110500,0.711101
E362,***建材有限公司,类D,41.419825,高风险,信用得分=41.42，有效销项金额=4207637.88，毛利率=90.21%，有效经营月份=34，最大作废率=9.52%，最大负数率=3.81%，进销匹配差异=0.90，客户HHI=0.184，供应商HHI=0.124,否,,是,信用得分41.42 < 50,资金不足未放贷,30,30.000000,0.000000,0.122500,0.784481
E363,***建筑工程设计有限公司,类D,38.491665,高风险,信用得分=38.49，有效销项金额=1072700.23，毛利率=81.22%，有效经营月份=26，最大作废率=23.08%，最大负数率=4.04%，进销匹配差异=0.81，客户HHI=0.316，供应商HHI=0.102,否,,是,信用得分38.49 < 50,资金不足未放贷,30,30.000000,0.000000,0.122500,0.784481
E364,***电子有限公司,类C,54.116546,中风险,信用得分=54.12，有效销项金额=2029007.68，毛利率=78.64%，有效经营月份=38，最大作废率=8.06%，最大负数率=3.57%，进销匹配差异=0.79，客户HHI=0.043，供应商HHI=0.186,否,,否,,资金不足未放贷,50,50.000000,0.000000,0.110500,0.711101
E365,***信息技术有限公司,类C,50.629643,中风险,信用得分=50.63，有效销项金额=3453091.74，毛利率=46.49%，有效经营月份=35，最大作废率=13.64%，最大负数率=0.77%，进销匹配差异=0.46，客户HHI=0.241，供应商HHI=0.575,否,,否,,资金不足未放贷,50,50.000000,0.000000,0.110500,0.711101
E366,***房地产经纪有限公司,类D,43.116516,高风险,信用得分=43.12，有效销项金额=1430221.00，毛利率=74.71%，有效经营月份=19，最大作废率=5.00%，最大负数率=0.00%，进销匹配差异=0.75，客户HHI=0.314，供应商HHI=0.980,否,,是,信用得分43.12 < 50,资金不足未放贷,30,30.000000,0.000000,0.122500,0.784481
E367,***电子商务有限公司,类D,38.897502,高风险,信用得分=38.90，有效销项金额=1996948.94，毛利率=88.56%，有效经营月份=25，最大作废率=8.00%，最大负数率=4.65%，进销匹配差异=0.89，客户HHI=0.208，供应商HHI=0.866,否,,是,信用得分38.90 < 50,资金不足未放贷,30,30.000000,0.000000,0.122500,0.784481
E368,***通信科技有限责任公司,类D,36.304898,高风险,信用得分=36.30，有效销项金额=818690.09，毛利率=62.96%，有效经营月份=24，最大作废率=31.25%，最大负数率=3.12%，进销匹配差异=0.63，客户HHI=0.323，供应商HHI=0.266,否,,是,信用得分36.30 < 50；最大作废率31.25% > 25%,资金不足未放贷,30,30.000000,0.000000,0.122500,0.784481
E369,***网络技术有限公司,类C,58.476331,中风险,信用得分=58.48，有效销项金额=1416940.03，毛利率=55.04%，有效经营月份=36，最大作废率=6.54%，最大负数率=0.93%，进销匹配差异=0.55，客户HHI=0.240，供应商HHI=0.116,否,,否,,放贷,50,50.000000,50,0.110500,0.711101
E370,***设计服务部,类D,37.383399,高风险,信用得分=37.38，有效销项金额=2021150.33，毛利率=99.96%，有效经营月份=28，最大作废率=25.00%，最大负数率=1.81%，进销匹配差异=1.00，客户HHI=0.083，供应商HHI=0.551,否,,是,信用得分37.38 < 50,资金不足未放贷,30,30.000000,0.000000,0.122500,0.784481
E371,***自动化科技有限公司,类D,39.563105,高风险,信用得分=39.56，有效销项金额=1237223.20，毛利率=84.95%，有效经营月份=24，最大作废率=18.75%，最大负数率=0.00%，进销匹配差异=0.85，客户HHI=0.213，供应商HHI=0.123,否,,是,信用得分39.56 < 50,资金不足未放贷,30,30.000000,0.000000,0.122500,0.784481
E372,***汽车维修有限责任公司,类C,57.767707,中风险,信用得分=57.77，有效销项金额=2065282.13，毛利率=73.43%，有效经营月份=38，最大作废率=8.53%，最大负数率=3.58%，进销匹配差异=0.73，客户HHI=0.140，供应商HHI=0.092,否,,否,,放贷,50,50.000000,50,0.110500,0.711101
E373,个体经营E373 ,类D,41.339160,高风险,信用得分=41.34，有效销项金额=1320702.46，毛利率=-1396.63%，有效经营月份=36，最大作废率=2.68%，最大负数率=0.23%，进销匹配差异=13.97，客户HHI=0.299，供应商HHI=0.126,是,进销匹配差异13.97 > 4,否,,不放贷,0.000000,0.000000,0.000000,0.000000,0.000000
E374,***建材经营部,类D,36.693821,高风险,信用得分=36.69，有效销项金额=1268347.17，毛利率=96.28%，有效经营月份=23，最大作废率=18.07%，最大负数率=0.00%，进销匹配差异=0.96，客户HHI=0.073，供应商HHI=0.978,否,,是,信用得分36.69 < 50,资金不足未放贷,30,30.000000,0.000000,0.122500,0.784481
E375,***电器经营部,类C,50.467488,中风险,信用得分=50.47，有效销项金额=985964.72，毛利率=99.95%，有效经营月份=31，最大作废率=5.31%，最大负数率=0.00%，进销匹配差异=1.00，客户HHI=0.028，供应商HHI=1.000,否,,否,,资金不足未放贷,50,50.000000,0.000000,0.110500,0.711101
E376,***建筑装饰设计有限责任公司,类D,30.594879,高风险,信用得分=30.59，有效销项金额=566469.26，毛利率=98.88%，有效经营月份=14，最大作废率=15.09%，最大负数率=0.00%，进销匹配差异=0.99，客户HHI=0.233，供应商HHI=0.848,否,,是,信用得分30.59 < 50,资金不足未放贷,30,30.000000,0.000000,0.122500,0.784481
E377,***文化传播有限公司,类D,44.045545,高风险,信用得分=44.05，有效销项金额=779587.07，毛利率=68.45%，有效经营月份=33，最大作废率=33.33%，最大负数率=2.30%，进销匹配差异=0.68，客户HHI=0.101，供应商HHI=0.235,否,,是,信用得分44.05 < 50；最大作废率33.33% > 25%,资金不足未放贷,30,30.000000,0.000000,0.122500,0.784481
E378,***商贸有限公司,类D,42.659235,高风险,信用得分=42.66，有效销项金额=877931.62，毛利率=-34.25%，有效经营月份=34，最大作废率=17.68%，最大负数率=2.49%，进销匹配差异=0.34，客户HHI=0.125，供应商HHI=0.250,否,,是,信用得分42.66 < 50,资金不足未放贷,30,30.000000,0.000000,0.122500,0.784481
E379,***药业有限公司,类C,53.899936,中风险,信用得分=53.90，有效销项金额=2260264.93，毛利率=42.74%，有效经营月份=38，最大作废率=35.15%，最大负数率=0.78%，进销匹配差异=0.43，客户HHI=0.342，供应商HHI=0.215,否,,是,最大作废率35.15% > 25%,资金不足未放贷,30.000000,30.000000,0.000000,0.110500,0.711101
E380,***建材有限公司,类D,27.226100,高风险,信用得分=27.23，有效销项金额=1226591.11，毛利率=99.96%，有效经营月份=17，最大作废率=11.70%，最大负数率=8.51%，进销匹配差异=1.00，客户HHI=0.895，供应商HHI=0.500,否,,是,信用得分27.23 < 50,资金不足未放贷,30,30.000000,0.000000,0.122500,0.784481
E381,***通信网络工程有限公司,类D,35.269978,高风险,信用得分=35.27，有效销项金额=1495993.29，毛利率=-5562.09%，有效经营月份=37，最大作废率=3.13%，最大负数率=20.73%，进销匹配差异=55.62，客户HHI=0.175，供应商HHI=0.054,是,进销匹配差异55.62 > 4,否,,不放贷,0.000000,0.000000,0.000000,0.000000,0.000000
E382,***教育信息咨询有限公司***分公司,类D,45.076411,高风险,信用得分=45.08，有效销项金额=516453.40，毛利率=99.86%，有效经营月份=21，最大作废率=0.00%，最大负数率=0.00%，进销匹配差异=1.00，客户HHI=0.015，供应商HHI=0.530,否,,是,信用得分45.08 < 50,资金不足未放贷,30,30.000000,0.000000,0.122500,0.784481
E383,***通讯器材经营部,类D,32.882094,高风险,信用得分=32.88，有效销项金额=812322.31，毛利率=72.02%，有效经营月份=20，最大作废率=11.90%，最大负数率=5.56%，进销匹配差异=0.72，客户HHI=0.759，供应商HHI=0.873,否,,是,信用得分32.88 < 50,资金不足未放贷,30,30.000000,0.000000,0.122500,0.784481
