企业代号,企业名称,估计信用等级,有效销项金额,有效进项金额,月均销项收入,毛利率,有效销项发票数,有效进项发票数,销项作废率,进项作废率,销项负数率,进项负数率,有效经营月份数,最长销项断档月数,销项收入波动系数,客户数,供应商数,客户集中度HHI,供应商集中度HHI,进销匹配差异,经营规模分,经营连续性分,交易真实性分,抗风险能力分,经营综合预评分,信用基础分,信用得分,风险得分,最大作废率,最大负数率,是否一票否决,一票否决原因,是否高风险池,高风险池原因,风险等级,分级依据指标
E231,***建筑科技有限公司,类C,33376164.700000,35730036.880000,1390673.529167,-0.070526,370,681,0.093137,0.020144,0.000000,0.000000,36,6,0.896036,7,133,0.295594,0.165880,0.070526,32.434408,75.332833,85.726587,41.815180,58.358213,60.000000,58.969851,41.030149,0.093137,0.000000,否,,否,,中风险,信用得分=58.97，有效销项金额=33376164.70，毛利率=-7.05%，有效经营月份=36，最大作废率=9.31%，最大负数率=0.00%，进销匹配差异=0.07，客户HHI=0.296，供应商HHI=0.166
E232,***投资发展有限责任公司,类C,47970719.640000,35129701.390000,5330079.960000,0.267685,113,782,0.042373,0.055556,0.076271,0.047101,38,4,1.314340,4,151,0.499592,0.623467,0.267685,62.182208,74.523055,76.097065,21.110232,60.531739,60.000000,59.696476,40.303524,0.055556,0.076271,否,,否,,中风险,信用得分=59.70，有效销项金额=47970719.64，毛利率=26.77%，有效经营月份=38，最大作废率=5.56%，最大负数率=7.63%，进销匹配差异=0.27，客户HHI=0.500，供应商HHI=0.623
E233,***劳务有限公司,类D,19988668.900000,401349.690000,2220963.211111,0.979921,223,718,0.063025,0.012380,0.000000,0.000000,26,7,1.306853,3,194,0.854256,0.026479,0.979921,14.408889,52.127035,74.027851,32.345417,42.330472,30.000000,42.003675,57.996325,0.063025,0.000000,否,,是,信用得分42.00 < 50,高风险,信用得分=42.00，有效销项金额=19988668.90，毛利率=97.99%，有效经营月份=26，最大作废率=6.30%，最大负数率=0.00%，进销匹配差异=0.98，客户HHI=0.854，供应商HHI=0.026
E234,***机电设备商贸有限公司,类C,39835337.130000,4551474.640000,1373632.314828,0.885743,580,919,0.039735,0.028541,0.006623,0.001057,29,0,0.657789,137,205,0.019804,0.143239,0.885743,20.317373,83.141822,77.943210,64.679746,59.302419,60.000000,60.129459,39.870541,0.039735,0.006623,否,,否,,中风险,信用得分=60.13，有效销项金额=39835337.13，毛利率=88.57%，有效经营月份=29，最大作废率=3.97%，最大负数率=0.66%，进销匹配差异=0.89，客户HHI=0.020，供应商HHI=0.143
E235,个体经营E235 ,类B,40024592.540000,14054231.020000,1143559.786857,0.648860,944,593,0.069034,0.031046,0.003945,0.000000,35,0,0.664496,191,122,0.100458,0.582269,0.648860,32.328454,92.048661,78.388538,49.015471,62.110930,75.000000,63.392074,36.607926,0.069034,0.003945,否,,否,,中风险,信用得分=63.39，有效销项金额=40024592.54，毛利率=64.89%，有效经营月份=35，最大作废率=6.90%，最大负数率=0.39%，进销匹配差异=0.65，客户HHI=0.100，供应商HHI=0.582
E236,个体经营E236 ,类C,44647209.890000,4980574.770000,1785888.395600,0.888446,518,197,0.223388,0.034314,0.019490,0.004902,35,5,0.905256,29,69,0.229679,0.223292,0.888446,22.908937,76.204775,50.254294,41.275404,46.742529,60.000000,47.786844,52.213156,0.223388,0.019490,否,,是,信用得分47.79 < 50,高风险,信用得分=47.79，有效销项金额=44647209.89，毛利率=88.84%，有效经营月份=35，最大作废率=22.34%，最大负数率=1.95%，进销匹配差异=0.89，客户HHI=0.230，供应商HHI=0.223
E237,个体经营E237 ,类C,19792717.950000,17103901.020000,1522516.765385,0.135849,221,1900,0.250847,0.019102,0.000000,0.053691,27,2,0.799738,8,324,0.307981,0.263539,0.135849,40.385908,73.170309,54.568955,46.049936,53.260575,60.000000,53.582765,46.417235,0.250847,0.053691,否,,是,最大作废率25.08% > 25%,中风险,信用得分=53.58，有效销项金额=19792717.95，毛利率=13.58%，有效经营月份=27，最大作废率=25.08%，最大负数率=5.37%，进销匹配差异=0.14，客户HHI=0.308，供应商HHI=0.264
E238,个体经营E238 ,类A,56429503.980001,15987761.560000,1567486.221667,0.716677,11256,3808,0.068520,0.023339,0.046756,0.005899,36,0,0.423279,2199,760,0.003818,0.119547,0.716677,33.912074,96.898898,70.851892,96.809378,71.473195,90.000000,73.932646,26.067354,0.068520,0.046756,否,,否,,较低风险,信用得分=73.93，有效销项金额=56429503.98，毛利率=71.67%，有效经营月份=36，最大作废率=6.85%，最大负数率=4.68%，进销匹配差异=0.72，客户HHI=0.004，供应商HHI=0.120
E239,个体经营E239 ,类C,26270147.960000,25876475.690000,1094589.498333,0.014986,306,367,0.120690,0.031662,0.008621,0.013193,27,0,0.956067,33,46,0.093024,0.155939,0.014986,37.011039,75.999067,80.862310,47.209382,59.760532,60.000000,60.110027,39.889973,0.120690,0.013193,否,,否,,中风险,信用得分=60.11，有效销项金额=26270147.96，毛利率=1.50%，有效经营月份=27，最大作废率=12.07%，最大负数率=1.32%，进销匹配差异=0.01，客户HHI=0.093，供应商HHI=0.156
E240,个体经营E240 ,类D,17016977.520000,30020619.800000,2836162.920000,-0.764157,20,1085,0.838710,0.032977,0.024194,0.000891,25,7,1.071740,2,1085,0.957017,0.010026,0.764157,15.215655,53.892497,47.998220,50.000000,40.037376,30.000000,39.581968,60.418032,0.838710,0.024194,是,最大作废率83.87% > 40%,否,,高风险,信用得分=39.58，有效销项金额=17016977.52，毛利率=-76.42%，有效经营月份=25，最大作废率=83.87%，最大负数率=2.42%，进销匹配差异=0.76，客户HHI=0.957，供应商HHI=0.010
E241,个体经营E241 ,类C,37898804.220000,5982268.470000,1052744.561667,0.842152,721,415,0.091940,0.028103,0.006297,0.002342,36,0,0.454338,36,112,0.564877,0.102394,0.842152,20.952492,96.467522,71.446227,36.696739,55.603533,60.000000,55.732532,44.267468,0.091940,0.006297,否,,否,,中风险,信用得分=55.73，有效销项金额=37898804.22，毛利率=84.22%，有效经营月份=36，最大作废率=9.19%，最大负数率=0.63%，进销匹配差异=0.84，客户HHI=0.565，供应商HHI=0.102
E242,个体经营E242 ,类D,1518719.260000,18605594.030000,138065.387273,-11.250845,18,503,0.931559,0.019493,0.026616,0.000000,25,5,0.887261,11,503,0.201067,0.006911,11.250845,0.732480,61.454712,26.007605,64.721800,35.029683,30.000000,34.920324,65.079676,0.931559,0.026616,是,最大作废率93.16% > 40%；进销匹配差异11.25 > 4,否,,高风险,信用得分=34.92，有效销项金额=1518719.26，毛利率=-1125.08%，有效经营月份=25，最大作废率=93.16%，最大负数率=2.66%，进销匹配差异=11.25，客户HHI=0.201，供应商HHI=0.007
E243,***科技有限公司,类C,32091033.410000,4588763.790000,943853.923824,0.857008,677,681,0.047820,0.022956,0.000000,0.002869,34,0,0.852925,35,131,0.207786,0.252909,0.857008,18.442092,87.931591,77.877149,44.001876,55.785188,60.000000,56.466504,43.533496,0.047820,0.002869,否,,否,,中风险,信用得分=56.47，有效销项金额=32091033.41，毛利率=85.70%，有效经营月份=34，最大作废率=4.78%，最大负数率=0.29%，进销匹配差异=0.86，客户HHI=0.208，供应商HHI=0.253
E244,个体经营E244 ,类C,34862195.290000,13820506.180000,1056430.160303,0.603568,443,1105,0.173507,0.039965,0.024254,0.006082,36,1,0.856874,20,153,0.317472,0.057740,0.603568,33.327733,88.376754,61.508464,46.425353,56.754695,60.000000,56.669470,43.330530,0.173507,0.024254,否,,否,,中风险,信用得分=56.67，有效销项金额=34862195.29，毛利率=60.36%，有效经营月份=36，最大作废率=17.35%，最大负数率=2.43%，进销匹配差异=0.60，客户HHI=0.317，供应商HHI=0.058
E245,***建筑劳务有限公司,类D,25170610.390000,132745.050000,1144118.654091,0.994726,309,264,0.124646,0.003774,0.050992,0.000000,30,2,0.987848,33,64,0.158437,0.129128,0.994726,10.267882,75.057668,57.493142,46.696081,45.557283,30.000000,44.291006,55.708994,0.124646,0.050992,否,,是,信用得分44.29 < 50,高风险,信用得分=44.29，有效销项金额=25170610.39，毛利率=99.47%，有效经营月份=30，最大作废率=12.46%，最大负数率=5.10%，进销匹配差异=0.99，客户HHI=0.158，供应商HHI=0.129
E246,***物业服务有限公司,类B,31377751.460000,6524608.600000,848047.336757,0.792063,749,1298,0.096502,0.051170,0.018094,0.008041,37,0,0.410428,121,409,0.156003,0.089828,0.792063,21.435205,97.077385,69.914538,68.955970,61.969736,75.000000,63.544107,36.455893,0.096502,0.018094,否,,否,,中风险,信用得分=63.54，有效销项金额=31377751.46，毛利率=79.21%，有效经营月份=37，最大作废率=9.65%，最大负数率=1.81%，进销匹配差异=0.79，客户HHI=0.156，供应商HHI=0.090
E247,***石化有限公司,类B,21712508.800000,12283876.140000,603125.244444,0.434249,333,915,0.072423,0.029692,0.000000,0.007423,38,0,0.964194,10,185,0.599493,0.055845,0.434249,37.000749,89.386198,81.147901,37.933168,61.320383,75.000000,62.501036,37.498964,0.072423,0.007423,否,,否,,中风险,信用得分=62.50，有效销项金额=21712508.80，毛利率=43.42%，有效经营月份=38，最大作废率=7.24%，最大负数率=0.74%，进销匹配差异=0.43，客户HHI=0.599，供应商HHI=0.056
E248,***智能科技有限公司,类B,20868777.100000,13784612.420000,579688.252778,0.339462,353,1466,0.128395,0.029782,0.014815,0.005956,37,1,1.551844,118,262,0.084742,0.047695,0.339462,36.722299,78.724394,73.861878,66.437971,62.450852,75.000000,64.178517,35.821483,0.128395,0.014815,否,,否,,中风险,信用得分=64.18，有效销项金额=20868777.10，毛利率=33.95%，有效经营月份=37，最大作废率=12.84%，最大负数率=1.48%，进销匹配差异=0.34，客户HHI=0.085，供应商HHI=0.048
E249,***建筑工程有限公司,类C,51819821.700000,27296207.130000,4710892.881818,0.473248,470,620,0.004237,0.137691,0.000000,0.001391,35,7,0.708077,3,106,0.972602,0.151384,0.473248,59.184569,73.943380,72.232768,24.802814,59.259970,60.000000,58.603573,41.396427,0.137691,0.001391,否,,否,,中风险,信用得分=58.60，有效销项金额=51819821.70，毛利率=47.32%，有效经营月份=35，最大作废率=13.77%，最大负数率=0.14%，进销匹配差异=0.47，客户HHI=0.973，供应商HHI=0.151
E250,***塑料厂,类C,32443945.690000,8633213.090000,853788.044474,0.733904,660,427,0.151671,0.027335,0.029563,0.020501,38,0,0.387254,102,127,0.060598,0.185666,0.733904,24.860731,97.399246,61.488304,56.078925,58.395892,60.000000,58.282893,41.717107,0.151671,0.029563,否,,否,,中风险,信用得分=58.28，有效销项金额=32443945.69，毛利率=73.39%，有效经营月份=38，最大作废率=15.17%，最大负数率=2.96%，进销匹配差异=0.73，客户HHI=0.061，供应商HHI=0.186
E251,***医疗器械有限责任公司,类C,12859876.880000,9138566.250000,559125.081739,0.289374,274,1355,0.130159,0.070007,0.044444,0.017845,33,9,1.437775,130,347,0.114635,0.047307,0.289374,34.913353,55.808680,70.047071,69.871846,55.912313,60.000000,57.376211,42.623789,0.130159,0.044444,否,,否,,中风险,信用得分=57.38，有效销项金额=12859876.88，毛利率=28.94%，有效经营月份=33，最大作废率=13.02%，最大负数率=4.44%，进销匹配差异=0.29，客户HHI=0.115，供应商HHI=0.047
E252,***印务有限公司,类B,39283384.000000,26238254.220000,1061713.081081,0.332078,517,905,0.044362,0.055324,0.018484,0.004175,37,0,1.223444,40,111,0.133735,0.054115,0.332078,42.677672,85.785497,83.670697,52.342884,65.635927,75.000000,66.712769,33.287231,0.055324,0.018484,否,,否,,较低风险,信用得分=66.71，有效销项金额=39283384.00，毛利率=33.21%，有效经营月份=37，最大作废率=5.53%，最大负数率=1.85%，进销匹配差异=0.33，客户HHI=0.134，供应商HHI=0.054
E253,***钢结构工程有限公司,类B,23725535.580000,18383666.460000,659042.655000,0.225153,318,1196,0.165354,0.033145,0.007874,0.004042,37,1,0.919196,105,319,0.033860,0.103064,0.225153,37.665091,87.511172,71.729119,67.545626,64.618725,75.000000,65.859912,34.140088,0.165354,0.007874,否,,否,,较低风险,信用得分=65.86，有效销项金额=23725535.58，毛利率=22.52%，有效经营月份=37，最大作废率=16.54%，最大负数率=0.79%，进销匹配差异=0.23，客户HHI=0.034，供应商HHI=0.103
E254,***设备安装工程有限公司,类C,37200358.720000,3221474.180000,1127283.597576,0.913402,456,236,0.075051,0.004219,0.004057,0.000000,35,2,0.836742,22,39,0.259069,0.238318,0.913402,17.223706,84.656365,72.899845,38.084718,52.173108,60.000000,53.079104,46.920896,0.075051,0.004057,否,,否,,中风险,信用得分=53.08，有效销项金额=37200358.72，毛利率=91.34%，有效经营月份=35，最大作废率=7.51%，最大负数率=0.41%，进销匹配差异=0.91，客户HHI=0.259，供应商HHI=0.238
E255,个体经营E255 ,类C,38606481.840000,11268140.560000,1135484.760000,0.708128,599,1331,0.062598,0.033406,0.046948,0.005084,36,1,0.968410,19,311,0.434388,0.130362,0.708128,28.757022,86.827637,71.801808,46.624940,57.609456,60.000000,57.830223,42.169777,0.062598,0.046948,否,,否,,中风险,信用得分=57.83，有效销项金额=38606481.84，毛利率=70.81%，有效经营月份=36，最大作废率=6.26%，最大负数率=4.69%，进销匹配差异=0.71，客户HHI=0.434，供应商HHI=0.130
E256,***物资有限公司,类B,29926361.090000,10258640.400000,808820.570000,0.657204,892,270,0.029380,0.035714,0.008705,0.010714,37,0,0.264414,211,54,0.043396,0.077892,0.657204,28.316645,99.105367,81.891789,65.876952,66.919673,75.000000,68.048572,31.951428,0.035714,0.010714,否,,否,,较低风险,信用得分=68.05，有效销项金额=29926361.09，毛利率=65.72%，有效经营月份=37，最大作废率=3.57%，最大负数率=1.07%，进销匹配差异=0.66，客户HHI=0.043，供应商HHI=0.078
E257,***门窗安装有限公司,类C,23793654.890000,15089198.550000,793121.829667,0.365831,317,337,0.121884,0.042614,0.030471,0.005682,30,0,0.863526,39,97,0.104420,0.054022,0.365831,38.233695,81.784368,71.963609,52.642337,60.435570,60.000000,60.434667,39.565333,0.121884,0.030471,否,,否,,中风险,信用得分=60.43，有效销项金额=23793654.89，毛利率=36.58%，有效经营月份=30，最大作废率=12.19%，最大负数率=3.05%，进销匹配差异=0.37，客户HHI=0.104，供应商HHI=0.054
E258,***国际货运有限公司,类B,68046478.540000,15197534.260000,1790696.803684,0.776660,2380,2233,0.046092,0.036670,0.021242,0.010785,38,0,0.822562,193,248,0.149416,0.073807,0.776660,34.063158,91.353310,76.769180,68.970881,66.043746,75.000000,67.272923,32.727077,0.046092,0.021242,否,,否,,较低风险,信用得分=67.27，有效销项金额=68046478.54，毛利率=77.67%，有效经营月份=38，最大作废率=4.61%，最大负数率=2.12%，进销匹配差异=0.78，客户HHI=0.149，供应商HHI=0.074
E259,***文化传媒有限公司,类B,31725623.110000,18472779.250000,857449.273243,0.417733,707,2321,0.135697,0.057271,0.023227,0.008936,37,0,0.538481,211,521,0.014588,0.015519,0.417733,40.206890,95.298873,70.208008,87.264531,70.891693,75.000000,71.616405,28.383595,0.135697,0.023227,否,,否,,较低风险,信用得分=71.62，有效销项金额=31725623.11，毛利率=41.77%，有效经营月份=37，最大作废率=13.57%，最大负数率=2.32%，进销匹配差异=0.42，客户HHI=0.015，供应商HHI=0.016
E260,***广告有限公司,类B,22168583.160000,17836465.140000,599150.896216,0.195417,1405,1343,0.115239,0.016117,0.015113,0.006593,37,0,0.953959,289,258,0.044188,0.042747,0.195417,37.082503,89.528341,78.179699,81.428675,69.337496,75.000000,70.506954,29.493046,0.115239,0.015113,否,,否,,较低风险,信用得分=70.51，有效销项金额=22168583.16，毛利率=19.54%，有效经营月份=37，最大作废率=11.52%，最大负数率=1.51%，进销匹配差异=0.20，客户HHI=0.044，供应商HHI=0.043
E261,***医疗器械有限公司,类B,15967699.380000,8616353.380000,431559.442703,0.460389,1367,1338,0.116925,0.034632,0.015504,0.006494,37,0,0.634857,131,457,0.051831,0.544953,0.460389,34.488663,93.960317,73.248110,60.438734,64.236452,75.000000,65.314003,34.685997,0.116925,0.015504,否,,否,,较低风险,信用得分=65.31，有效销项金额=15967699.38，毛利率=46.04%，有效经营月份=37，最大作废率=11.69%，最大负数率=1.55%，进销匹配差异=0.46，客户HHI=0.052，供应商HHI=0.545
E262,个体经营E262 ,类B,24523963.300000,16419328.120000,817465.443333,0.330478,656,320,0.052023,0.027356,0.013006,0.000000,34,3,1.052563,199,42,0.233905,0.093393,0.330478,38.491475,77.658844,84.982528,57.830515,63.773888,75.000000,65.466372,34.533628,0.052023,0.013006,否,,否,,较低风险,信用得分=65.47，有效销项金额=24523963.30，毛利率=33.05%，有效经营月份=34，最大作废率=5.20%，最大负数率=1.30%，进销匹配差异=0.33，客户HHI=0.234，供应商HHI=0.093
E263,***通信工程有限公司,类C,26231558.890000,14352187.420000,728654.413611,0.452866,404,490,0.185484,0.012097,0.038306,0.002016,37,1,1.022730,15,148,0.256382,0.200847,0.452866,38.335826,86.073190,60.361142,43.195141,56.748359,60.000000,56.527908,43.472092,0.185484,0.038306,否,,否,,中风险,信用得分=56.53，有效销项金额=26231558.89，毛利率=45.29%，有效经营月份=37，最大作废率=18.55%，最大负数率=3.83%，进销匹配差异=0.45，客户HHI=0.256，供应商HHI=0.201
E264,个体经营E264 ,类D,1173035.700000,23547443.510000,90233.515385,-19.073936,24,1502,0.943262,0.067081,0.044917,0.006832,25,3,0.719423,8,1502,0.531504,0.006646,19.073936,0.460454,68.785786,23.262411,58.909919,34.932169,30.000000,34.469857,65.530143,0.943262,0.044917,是,最大作废率94.33% > 40%；进销匹配差异19.07 > 4,否,,高风险,信用得分=34.47，有效销项金额=1173035.70，毛利率=-1907.39%，有效经营月份=25，最大作废率=94.33%，最大负数率=4.49%，进销匹配差异=19.07，客户HHI=0.532，供应商HHI=0.007
E265,***净化工程有限公司,类B,23812366.630000,21512865.910000,744136.457187,0.096568,401,1968,0.155789,0.032924,0.033684,0.006388,33,1,0.951843,62,477,0.093336,0.115413,0.096568,38.035342,82.557733,71.446911,68.154806,63.542725,75.000000,65.013071,34.986929,0.155789,0.033684,否,,否,,较低风险,信用得分=65.01，有效销项金额=23812366.63，毛利率=9.66%，有效经营月份=33，最大作废率=15.58%，最大负数率=3.37%，进销匹配差异=0.10，客户HHI=0.093，供应商HHI=0.115
E266,***煤矿机械有限公司,类C,26289597.490000,1223479.750000,938914.196071,0.953461,450,289,0.070248,0.020339,0.018595,0.006780,36,3,0.676763,16,83,0.675927,0.323316,0.953461,11.911768,85.878291,70.690458,23.288727,47.373463,60.000000,48.483960,51.516040,0.070248,0.018595,否,,是,信用得分48.48 < 50,高风险,信用得分=48.48，有效销项金额=26289597.49，毛利率=95.35%，有效经营月份=36，最大作废率=7.02%，最大负数率=1.86%，进销匹配差异=0.95，客户HHI=0.676，供应商HHI=0.323
E267,***林园艺场,类D,17493142.050000,1033331.690000,1249510.146429,0.940929,202,189,0.110132,0.015625,0.022026,0.000000,19,2,0.791769,11,41,0.176225,0.338787,0.940929,11.985029,61.280981,64.811270,36.719393,42.462450,30.000000,41.799149,58.200851,0.110132,0.022026,否,,是,信用得分41.80 < 50,高风险,信用得分=41.80，有效销项金额=17493142.05，毛利率=94.09%，有效经营月份=19，最大作废率=11.01%，最大负数率=2.20%，进销匹配差异=0.94，客户HHI=0.176，供应商HHI=0.339
E268,***建筑劳务有限公司,类C,25591515.940000,5853887.010000,1279575.797000,0.771257,342,42,0.050000,0.106383,0.025000,0.000000,25,5,0.687604,9,19,0.299206,0.178600,0.771257,23.107362,64.227728,67.859390,36.866940,47.327376,60.000000,48.960622,51.039378,0.106383,0.025000,否,,是,信用得分48.96 < 50,高风险,信用得分=48.96，有效销项金额=25591515.94，毛利率=77.13%，有效经营月份=25，最大作废率=10.64%，最大负数率=2.50%，进销匹配差异=0.77，客户HHI=0.299，供应商HHI=0.179
E269,***节能服务有限公司,类D,30060690.450000,935601.370000,858876.870000,0.968876,194,169,0.130045,0.005882,0.049327,0.000000,36,1,1.691145,19,69,0.692726,0.160192,0.968876,11.552055,76.789658,57.439284,27.655821,42.554016,30.000000,41.136931,58.863069,0.130045,0.049327,否,,是,信用得分41.14 < 50,高风险,信用得分=41.14，有效销项金额=30060690.45，毛利率=96.89%，有效经营月份=36，最大作废率=13.00%，最大负数率=4.93%，进销匹配差异=0.97，客户HHI=0.693，供应商HHI=0.160
E270,个体经营E270 ,类C,20044158.200000,5861645.700000,607398.733333,0.707563,335,548,0.192771,0.023173,0.028916,0.007130,36,1,0.711169,40,90,0.332051,0.256892,0.707563,22.610364,90.400433,56.292339,38.642780,51.184859,60.000000,51.534319,48.465681,0.192771,0.028916,否,,否,,中风险,信用得分=51.53，有效销项金额=20044158.20，毛利率=70.76%，有效经营月份=36，最大作废率=19.28%，最大负数率=2.89%，进销匹配差异=0.71，客户HHI=0.332，供应商HHI=0.257
E271,***科技有限公司,类B,30204201.370000,26123955.510000,816329.766757,0.135089,440,1638,0.210054,0.035336,0.028725,0.005300,37,0,1.264748,94,507,0.063108,0.047219,0.135089,39.709507,85.211840,63.919610,75.078404,64.211396,75.000000,65.465328,34.534672,0.210054,0.028725,否,,否,,较低风险,信用得分=65.47，有效销项金额=30204201.37，毛利率=13.51%，有效经营月份=37，最大作废率=21.01%，最大负数率=2.87%，进销匹配差异=0.14，客户HHI=0.063，供应商HHI=0.047
E272,个体经营E272 ,类C,13847647.500000,4428282.710000,384656.875000,0.680214,542,1168,0.089076,0.031509,0.055462,0.011609,36,0,1.003421,72,283,0.149067,0.089431,0.680214,21.848043,88.841371,67.306338,60.199665,57.631273,60.000000,58.096802,41.903198,0.089076,0.055462,否,,否,,中风险,信用得分=58.10，有效销项金额=13847647.50，毛利率=68.02%，有效经营月份=36，最大作废率=8.91%，最大负数率=5.55%，进销匹配差异=0.68，客户HHI=0.149，供应商HHI=0.089
E273,个体经营E273 ,类B,23004728.280000,9969872.580000,657277.950857,0.566616,7961,1460,0.010564,0.055627,0.001616,0.011643,35,0,0.496740,5120,318,0.000916,0.375184,0.566616,31.141747,94.378604,80.549931,76.156123,68.305882,75.000000,69.529865,30.470135,0.055627,0.011643,否,,否,,较低风险,信用得分=69.53，有效销项金额=23004728.28，毛利率=56.66%，有效经营月份=35，最大作废率=5.56%，最大负数率=1.16%，进销匹配差异=0.57，客户HHI=0.001，供应商HHI=0.375
E274,***建筑劳务有限公司,类D,11733690.960000,35569.070000,782246.064000,0.996969,136,12,0.116883,0.000000,0.012987,0.000000,17,2,1.041305,15,9,0.144913,0.483851,0.996969,5.758089,54.815211,64.241361,32.106808,37.912931,30.000000,37.884266,62.115734,0.116883,0.012987,否,,是,信用得分37.88 < 50,高风险,信用得分=37.88，有效销项金额=11733690.96，毛利率=99.70%，有效经营月份=17，最大作废率=11.69%，最大负数率=1.30%，进销匹配差异=1.00，客户HHI=0.145，供应商HHI=0.484
E275,***网络工程有限公司,类C,20636866.030000,1600295.130000,606966.647941,0.922455,357,364,0.190476,0.039578,0.054422,0.018470,38,1,0.933332,45,97,0.075310,0.127525,0.922455,11.014829,87.314830,49.027113,51.699933,47.729921,60.000000,48.813438,51.186562,0.190476,0.054422,否,,是,信用得分48.81 < 50,高风险,信用得分=48.81，有效销项金额=20636866.03，毛利率=92.25%，有效经营月份=38，最大作废率=19.05%，最大负数率=5.44%，进销匹配差异=0.92，客户HHI=0.075，供应商HHI=0.128
E276,***体育设施工程有限公司,类C,12182839.350000,4044018.630000,507618.306250,0.668056,169,1022,0.202830,0.017308,0.037736,0.000962,35,3,1.265314,20,243,0.156410,0.229955,0.668056,22.660846,76.203978,54.252414,49.687577,49.349867,60.000000,50.406626,49.593374,0.202830,0.037736,否,,否,,中风险,信用得分=50.41，有效销项金额=12182839.35，毛利率=66.81%，有效经营月份=35，最大作废率=20.28%，最大负数率=3.77%，进销匹配差异=0.67，客户HHI=0.156，供应商HHI=0.230
E277,***消防设备制造有限公司,类C,18107878.280000,12518820.560000,603595.942667,0.308653,254,319,0.062731,0.044910,0.003690,0.005988,30,0,0.316834,36,81,0.747962,0.083571,0.308653,36.226763,89.377306,84.918075,30.185152,60.478904,60.000000,60.198701,39.801299,0.062731,0.005988,否,,否,,中风险,信用得分=60.20，有效销项金额=18107878.28，毛利率=30.87%，有效经营月份=30，最大作废率=6.27%，最大负数率=0.60%，进销匹配差异=0.31，客户HHI=0.748，供应商HHI=0.084
E278,***贸易有限公司,类B,13017866.000000,11040657.060000,361607.388889,0.151884,222,389,0.067227,0.039506,0.008403,0.004938,38,1,1.088299,38,98,0.138040,0.057170,0.151884,34.131329,85.162512,86.669757,51.424023,63.482270,75.000000,65.017578,34.982422,0.067227,0.008403,否,,否,,较低风险,信用得分=65.02，有效销项金额=13017866.00，毛利率=15.19%，有效经营月份=38，最大作废率=6.72%，最大负数率=0.84%，进销匹配差异=0.15，客户HHI=0.138，供应商HHI=0.057
E279,***环保包装有限公司,类C,22943219.650000,16692566.790000,791145.505172,0.272440,500,600,0.049430,0.030695,0.062738,0.006462,30,1,0.598777,7,90,0.844320,0.120242,0.272440,38.042465,82.961432,78.901500,25.381663,56.954805,60.000000,56.904610,43.095390,0.049430,0.062738,否,,否,,中风险,信用得分=56.90，有效销项金额=22943219.65，毛利率=27.24%，有效经营月份=30，最大作废率=4.94%，最大负数率=6.27%，进销匹配差异=0.27，客户HHI=0.844，供应商HHI=0.120
E280,个体经营E280 ,类B,17080553.210000,12226246.400000,474459.811389,0.284201,549,544,0.066327,0.019820,0.006803,0.000000,36,0,0.531729,125,103,0.034635,0.091665,0.284201,35.472104,95.392657,84.720364,60.800439,67.829974,75.000000,68.786736,31.213264,0.066327,0.006803,否,,否,,较低风险,信用得分=68.79，有效销项金额=17080553.21，毛利率=28.42%，有效经营月份=36，最大作废率=6.63%，最大负数率=0.68%，进销匹配差异=0.28，客户HHI=0.035，供应商HHI=0.092
E281,***商业管理有限责任公司,类C,16333110.180000,19629385.240000,494942.732727,-0.201816,551,1002,0.051635,0.056497,0.005164,0.000000,34,0,0.601111,43,186,0.206813,0.304329,0.201816,13.811646,91.429017,87.784097,45.237612,57.994295,60.000000,58.732262,41.267738,0.056497,0.005164,否,,否,,中风险,信用得分=58.73，有效销项金额=16333110.18，毛利率=-20.18%，有效经营月份=34，最大作废率=5.65%，最大负数率=0.52%，进销匹配差异=0.20，客户HHI=0.207，供应商HHI=0.304
E282,***影城有限公司***分公司,类C,21071603.490000,11977184.030000,554515.881316,0.431596,1959,752,0.277388,0.054088,0.006640,0.023899,38,0,0.506368,562,93,0.097840,0.521779,0.431596,36.661961,95.744890,53.862165,59.913453,60.383043,60.000000,59.762700,40.237300,0.277388,0.023899,否,,是,最大作废率27.74% > 25%,中风险,信用得分=59.76，有效销项金额=21071603.49，毛利率=43.16%，有效经营月份=38，最大作废率=27.74%，最大负数率=2.39%，进销匹配差异=0.43，客户HHI=0.098，供应商HHI=0.522
E283,***机械铸造有限责任公司,类B,19645465.230000,15198205.360000,530958.519730,0.226376,291,582,0.026756,0.044335,0.000000,0.000000,37,0,0.514075,20,107,0.148140,0.102510,0.226376,36.257646,95.637849,89.831525,48.567643,66.958166,75.000000,67.863391,32.136609,0.044335,0.000000,否,,否,,较低风险,信用得分=67.86，有效销项金额=19645465.23，毛利率=22.64%，有效经营月份=37，最大作废率=4.43%，最大负数率=0.00%，进销匹配差异=0.23，客户HHI=0.148，供应商HHI=0.103
E284,***成焊科技有限公司,类B,16027714.880000,10717026.240000,433181.483243,0.331344,429,1007,0.079399,0.048204,0.004292,0.004726,38,0,0.491549,125,120,0.330220,0.082846,0.331344,35.074931,95.950703,82.376714,52.292929,65.562919,75.000000,66.511638,33.488362,0.079399,0.004726,否,,否,,较低风险,信用得分=66.51，有效销项金额=16027714.88，毛利率=33.13%，有效经营月份=38，最大作废率=7.94%，最大负数率=0.47%，进销匹配差异=0.33，客户HHI=0.330，供应商HHI=0.083
