企业代号,企业名称,行业类别,冲击等级,情景,脆弱性修正系数,脆弱性原因,收入下降率,毛利率下降幅度,波动系数上升率,经营月份减少数,调整前信用得分,信用得分,调整前风险等级,风险等级,调整前贷款额度_万元,最终贷款额度_万元,调整前贷款年利率,建议贷款年利率
E406,***招投标代理有限公司,其他服务,中冲击,base,1.250000,销项收入波动系数>1.00；第二问高风险池,0.187500,0.062500,0.312500,1,37.120872,36.045846,高风险,高风险,0.000000,0.000000,0.122500,0.122500
E407,***装饰工程有限公司,装饰装修与家居,高冲击,base,1.100000,第二问高风险池,0.330000,0.110000,0.550000,2,37.638615,36.111635,高风险,高风险,0.000000,0.000000,0.122500,0.000000
E408,***空调制冷有限责任公司,其他服务,中冲击,base,1.100000,第二问高风险池,0.165000,0.055000,0.275000,1,39.680227,39.143229,高风险,高风险,0.000000,0.000000,0.122500,0.122500
E409,***塑胶有限公司,制造与设备,中冲击,base,1.250000,销项收入波动系数>1.00；第二问高风险池,0.187500,0.062500,0.312500,1,45.021483,47.065639,高风险,高风险,0.000000,0.000000,0.122500,0.000000
E410,***网络科技有限公司,科技与线上服务,中冲击,base,1.250000,销项收入波动系数>1.00；第二问高风险池,0.187500,0.062500,0.312500,1,44.310989,43.427319,高风险,高风险,0.000000,27.000000,0.122500,0.122500
E411,***机电设备有限公司,制造与设备,中冲击,base,1.250000,销项收入波动系数>1.00；第二问高风险池,0.187500,0.062500,0.312500,1,49.199637,46.143431,高风险,高风险,0.000000,27.000000,0.122500,0.122500
E412,***汽车贸易有限公司,普通批发商贸,中冲击,base,1.000000,,0.150000,0.050000,0.250000,1,54.393521,53.588684,中风险,中风险,0.000000,45.000000,0.110500,0.110500
E413,***石材工艺品有限公司,可选消费与门店经营,高冲击,base,1.250000,销项收入波动系数>1.00；第二问高风险池,0.375000,0.125000,0.625000,2,30.998700,29.587486,高风险,高风险,0.000000,0.000000,0.122500,0.000000
E414,***物流有限责任公司***分公司,物流运输,中冲击,base,1.350000,销项收入波动系数>1.00；有效经营月份数<12；第二问高风险池,0.202500,0.067500,0.337500,1,30.685718,29.670920,高风险,高风险,0.000000,0.000000,0.122500,0.122500
E415,***广告设计服务部,文娱广告与线下服务,高冲击,base,1.200000,供应商集中度HHI>0.80,0.360000,0.120000,0.600000,2,51.422690,50.193069,中风险,中风险,0.000000,0.000000,0.000000,0.000000
E416,***科技有限公司,科技与线上服务,中冲击,base,1.300000,供应商集中度HHI>0.80；第二问高风险池,0.195000,0.065000,0.325000,1,36.998630,36.833068,高风险,高风险,0.000000,0.000000,0.122500,0.000000
E417,***园林景观工程有限公司,建筑与工程,中高冲击,base,1.150000,毛利率<5%,0.253000,0.086250,0.437000,2,56.716854,52.244005,中风险,中风险,0.000000,0.000000,0.000000,0.000000
E418,***营销策划有限公司,文娱广告与线下服务,高冲击,base,1.250000,销项收入波动系数>1.00；第二问高风险池,0.375000,0.125000,0.625000,2,33.933980,33.551136,高风险,高风险,0.000000,0.000000,0.122500,0.000000
E419,***科技有限公司,科技与线上服务,中冲击,base,1.150000,毛利率<5%,0.172500,0.057500,0.287500,1,36.326319,36.131617,高风险,高风险,0.000000,0.000000,0.000000,0.000000
E420,***康药房,医疗药品与健康服务,低冲击,base,1.150000,毛利率<5%,0.057500,0.023000,0.115000,0,41.571604,41.295769,高风险,高风险,0.000000,0.000000,0.000000,0.000000
E421,***保温材料有限公司,制造与设备,中冲击,base,1.450000,供应商集中度HHI>0.80；销项收入波动系数>1.00；第二问高风险池,0.217500,0.072500,0.362500,1,33.891793,32.946076,高风险,高风险,0.000000,0.000000,0.122500,0.000000
E422,***童装店,可选消费与门店经营,高冲击,base,1.150000,销项收入波动系数>1.00,0.345000,0.115000,0.575000,2,34.484379,32.980104,高风险,高风险,0.000000,0.000000,0.000000,0.000000
E423,***通风设备有限公司,制造与设备,中冲击,base,1.000000,,0.150000,0.050000,0.250000,1,40.360457,39.023348,高风险,高风险,0.000000,0.000000,0.000000,0.000000
E424,***贸易有限公司,普通批发商贸,中冲击,base,1.300000,销项收入波动系数>1.00；毛利率<5%,0.195000,0.065000,0.325000,1,21.767739,20.967722,高风险,高风险,0.000000,0.000000,0.000000,0.000000
E425,***商贸有限公司,普通批发商贸,中冲击,base,1.200000,客户集中度HHI>0.80,0.180000,0.060000,0.300000,1,37.436505,36.607922,高风险,高风险,0.000000,0.000000,0.000000,0.000000
