行业类别,冲击等级,脆弱性修正系数,企业代号,企业名称,估计信用等级,有效销项金额,有效进项金额,月均销项收入,毛利率,有效销项发票数,有效进项发票数,销项作废率,进项作废率,销项负数率,进项负数率,有效经营月份数,最长销项断档月数,销项收入波动系数,客户数,供应商数,客户集中度HHI,供应商集中度HHI,进销匹配差异,经营规模分,经营连续性分,交易真实性分,抗风险能力分,经营综合预评分,信用基础分,信用得分,风险得分,最大作废率,最大负数率,是否一票否决,一票否决原因,是否高风险池,高风险池原因,风险等级,分级依据指标
文娱广告与线下服务,高冲击,1.150000,E276,***体育设施工程有限公司,类C,7979759.774250,4044018.630000,332489.990594,0.553056,169.000000,1022.000000,0.202830,0.017308,0.037736,0.000962,33.000000,5.000000,1.992870,20.000000,243.000000,0.156410,0.229955,0.668056,27.305297,58.099034,54.252420,49.687582,46.216969,60.000000,47.946752,52.053248,0.202830,0.037736,否,,是,信用得分47.95 < 50；高冲击行业且销项收入波动系数>1.5,高风险,信用得分=47.95，有效销项金额=7979759.77，毛利率=55.31%，有效经营月份=33.0，最大作废率=20.28%，最大负数率=3.77%，进销匹配差异=0.67，客户HHI=0.156，供应商HHI=0.230
建筑与工程,中高冲击,1.000000,E277,***消防设备制造有限公司,类C,14124145.058400,12518820.560000,470804.835280,0.233653,254.000000,319.000000,0.062731,0.044910,0.003690,0.005988,28.000000,2.000000,0.437231,36.000000,81.000000,0.747962,0.083571,0.308653,34.820609,79.705126,84.918032,30.185163,57.639005,60.000000,57.912718,42.087282,0.062731,0.005988,否,,否,,中风险,信用得分=57.91，有效销项金额=14124145.06，毛利率=23.37%，有效经营月份=28.0，最大作废率=6.27%，最大负数率=0.60%，进销匹配差异=0.31，客户HHI=0.748，供应商HHI=0.084
普通批发商贸,中冲击,1.150000,E278,***贸易有限公司,类B,10772284.115000,11040657.060000,299230.114306,0.094384,222.000000,389.000000,0.067227,0.039506,0.008403,0.004938,37.000000,2.000000,1.401185,38.000000,98.000000,0.138040,0.057170,0.151884,33.390239,78.316876,86.669800,51.424004,61.548541,75.000000,63.463186,36.536814,0.067227,0.008403,否,,否,,中风险,信用得分=63.46，有效销项金额=10772284.12，毛利率=9.44%，有效经营月份=37.0，最大作废率=6.72%，最大负数率=0.84%，进销匹配差异=0.15，客户HHI=0.138，供应商HHI=0.057
其他服务,中冲击,1.200000,E279,***环保包装有限公司,类C,18813440.113000,16692566.790000,648739.314241,0.212440,500.000000,600.000000,0.049430,0.030695,0.062738,0.006462,29.000000,2.000000,0.778410,7.000000,90.000000,0.844320,0.120242,0.272440,36.565149,76.466526,78.901400,25.381665,54.887859,60.000000,55.236276,44.763724,0.049430,0.062738,否,,否,,中风险,信用得分=55.24，有效销项金额=18813440.11，毛利率=21.24%，有效经营月份=29.0，最大作废率=4.94%，最大负数率=6.27%，进销匹配差异=0.27，客户HHI=0.844，供应商HHI=0.120
可选消费与门店经营,高冲击,1.000000,E280,个体经营E280 ,类B,11956387.247000,12226246.400000,332121.867972,0.184201,549.000000,544.000000,0.066327,0.019820,0.006803,0.000000,34.000000,2.000000,0.797594,125.000000,103.000000,0.034635,0.091665,0.284201,33.781018,83.700090,84.720253,60.800440,64.399479,75.000000,66.025424,33.974576,0.066327,0.006803,否,,否,,较低风险,信用得分=66.03，有效销项金额=11956387.25，毛利率=18.42%，有效经营月份=34.0，最大作废率=6.63%，最大负数率=0.68%，进销匹配差异=0.28，客户HHI=0.035，供应商HHI=0.092
其他服务,中冲击,1.150000,E281,***商业管理有限责任公司,类C,13515648.673950,19629385.240000,409565.111332,-0.259316,551.000000,1002.000000,0.051635,0.056497,0.005164,0.000000,33.000000,1.000000,0.773930,43.000000,186.000000,0.206813,0.304329,0.201816,7.923816,85.028744,87.784040,45.237616,54.627864,60.000000,55.980236,44.019764,0.056497,0.005164,否,,否,,中风险,信用得分=55.98，有效销项金额=13515648.67，毛利率=-25.93%，有效经营月份=33.0，最大作废率=5.65%，最大负数率=0.52%，进销匹配差异=0.20，客户HHI=0.207，供应商HHI=0.304
其他服务,中冲击,1.100000,E282,***影城有限公司***分公司,类B,17594788.914150,11977184.030000,463020.760899,0.376596,1959.000000,752.000000,0.277388,0.054088,0.006640,0.023899,37.000000,1.000000,0.645619,562.000000,93.000000,0.097840,0.521779,0.431596,35.535538,91.310844,53.862220,59.913459,58.936619,75.000000,60.094300,39.905700,0.277388,0.023899,否,,是,最大作废率27.74% > 25%,中风险,信用得分=60.09，有效销项金额=17594788.91，毛利率=37.66%，有效经营月份=37.0，最大作废率=27.74%，最大负数率=2.39%，进销匹配差异=0.43，客户HHI=0.098，供应商HHI=0.522
制造与设备,中冲击,1.000000,E283,***机械铸造有限责任公司,类B,16698645.445500,15198205.360000,451314.741771,0.176376,291.000000,582.000000,0.026756,0.044335,0.000000,0.000000,36.000000,1.000000,0.642594,20.000000,107.000000,0.148140,0.102510,0.226376,35.294272,91.352865,89.831520,48.567666,65.597911,75.000000,66.765554,33.234446,0.044335,0.000000,否,,否,,较低风险,信用得分=66.77，有效销项金额=16698645.45，毛利率=17.64%，有效经营月份=36.0，最大作废率=4.43%，最大负数率=0.00%，进销匹配差异=0.23，客户HHI=0.148，供应商HHI=0.103
科技与线上服务,中冲击,1.000000,E284,***成焊科技有限公司,类B,13623557.648000,10717026.240000,368204.260757,0.281344,429.000000,1007.000000,0.079399,0.048204,0.004292,0.004726,37.000000,1.000000,0.614436,125.000000,120.000000,0.330220,0.082846,0.331344,34.288965,91.743941,82.376720,52.292941,64.275443,75.000000,65.473798,34.526202,0.079399,0.004726,否,,否,,较低风险,信用得分=65.47，有效销项金额=13623557.65，毛利率=28.13%，有效经营月份=37.0，最大作废率=7.94%，最大负数率=0.47%，进销匹配差异=0.33，客户HHI=0.330，供应商HHI=0.083
可选消费与门店经营,高冲击,1.150000,E285,个体经营E285 ,类C,19791952.137100,16078594.040000,549776.448253,0.352891,458.000000,730.000000,0.187943,0.054404,0.012411,0.005181,34.000000,2.000000,2.159766,53.000000,224.000000,0.069632,0.070389,0.467891,36.366924,67.000000,63.638237,59.461603,55.461957,60.000000,56.293611,43.706389,0.187943,0.012411,否,,是,高冲击行业且销项收入波动系数>1.5,中风险,信用得分=56.29，有效销项金额=19791952.14，毛利率=35.29%，有效经营月份=34.0，最大作废率=18.79%，最大负数率=1.24%，进销匹配差异=0.47，客户HHI=0.070，供应商HHI=0.070
其他服务,中冲击,1.000000,E286,***印务有限公司,类C,10308682.300500,11293218.690000,448203.578282,0.018820,199.000000,290.000000,0.228682,0.049180,0.019380,0.000000,23.000000,2.000000,1.224257,32.000000,79.000000,0.147420,0.080152,0.068820,31.233348,61.274201,63.873170,49.142142,50.485276,60.000000,51.859898,48.140102,0.228682,0.019380,否,,否,,中风险,信用得分=51.86，有效销项金额=10308682.30，毛利率=1.88%，有效经营月份=23.0，最大作废率=22.87%，最大负数率=1.94%，进销匹配差异=0.07，客户HHI=0.147，供应商HHI=0.080
其他服务,中冲击,1.000000,E287,***鞋材有限公司,类B,12786897.760500,14278828.880000,345591.831365,0.000825,267.000000,422.000000,0.135922,0.086580,0.003236,0.006494,36.000000,1.000000,0.560662,26.000000,94.000000,0.129815,0.060916,0.050825,29.800444,92.490799,79.107382,50.445764,61.928831,75.000000,63.314269,36.685731,0.135922,0.006494,否,,否,,中风险,信用得分=63.31，有效销项金额=12786897.76，毛利率=0.08%，有效经营月份=36.0，最大作废率=13.59%，最大负数率=0.65%，进销匹配差异=0.05，客户HHI=0.130，供应商HHI=0.061
可选消费与门店经营,高冲击,1.000000,E288,个体经营E288 ,类C,11209615.571000,13186165.140000,339685.320333,0.076572,240.000000,575.000000,0.220779,0.012027,0.012987,0.001718,32.000000,3.000000,1.225268,36.000000,125.000000,0.125178,0.187753,0.176572,33.651517,72.260174,64.052880,48.576648,53.889048,60.000000,54.593464,45.406536,0.220779,0.012987,否,,否,,中风险,信用得分=54.59，有效销项金额=11209615.57，毛利率=7.66%，有效经营月份=32.0，最大作废率=22.08%，最大负数率=1.30%，进销匹配差异=0.18，客户HHI=0.125，供应商HHI=0.188
其他服务,中冲击,1.000000,E289,***运业有限公司***分公司,类B,17893862.142000,7236380.200000,483617.895729,0.606255,1567.000000,3307.000000,0.066706,0.008396,0.014294,0.002699,37.000000,1.000000,0.255585,398.000000,170.000000,0.080776,0.174019,0.656255,27.162012,96.727986,77.032597,74.703383,66.529426,75.000000,67.834926,32.165074,0.066706,0.014294,否,,否,,较低风险,信用得分=67.83，有效销项金额=17893862.14，毛利率=60.63%，有效经营月份=37.0，最大作废率=6.67%，最大负数率=1.43%，进销匹配差异=0.66，客户HHI=0.081，供应商HHI=0.174
制造与设备,中冲击,1.000000,E290,***机电有限公司,类B,14360128.072000,5306769.020000,388111.569513,0.635883,988.000000,859.000000,0.121778,0.013777,0.016889,0.006889,37.000000,1.000000,1.027414,110.000000,218.000000,0.132733,0.044622,0.685883,24.390691,86.008142,68.414777,62.588069,58.440551,75.000000,60.420610,39.579390,0.121778,0.016889,否,,否,,中风险,信用得分=60.42，有效销项金额=14360128.07，毛利率=63.59%，有效经营月份=37.0，最大作废率=12.18%，最大负数率=1.69%，进销匹配差异=0.69，客户HHI=0.133，供应商HHI=0.045
建筑与工程,中高冲击,1.600000,E291,***文业建设工程有限公司,类D,7272812.266560,16817356.230000,909101.533320,-0.618409,129.000000,372.000000,0.203704,0.053435,0.012346,0.022901,27.000000,11.000000,2.244136,5.000000,117.000000,0.940592,0.558831,0.498409,5.156593,34.000000,59.324132,12.250079,27.328027,30.000000,28.370197,71.629803,0.203704,0.022901,否,,是,信用得分28.37 < 50,高风险,信用得分=28.37，有效销项金额=7272812.27，毛利率=-61.84%，有效经营月份=27.0，最大作废率=20.37%，最大负数率=2.29%，进销匹配差异=0.50，客户HHI=0.941，供应商HHI=0.559
物流运输,中冲击,1.000000,E292,***物流有限公司,类B,9864238.839500,6835386.230000,298916.328470,0.360996,1278.000000,323.000000,0.029613,0.035821,0.001519,0.000000,33.000000,3.000000,0.912567,20.000000,83.000000,0.211390,0.197348,0.410996,33.193477,78.103229,87.564780,42.535492,59.882144,75.000000,61.817309,38.182691,0.035821,0.001519,否,,否,,中风险,信用得分=61.82，有效销项金额=9864238.84，毛利率=36.10%，有效经营月份=33.0，最大作废率=3.58%，最大负数率=0.15%，进销匹配差异=0.41，客户HHI=0.211，供应商HHI=0.197
普通批发商贸,中冲击,1.300000,E293,***物资有限公司,类C,6195429.528750,7511439.880000,167444.041317,-0.040995,107.000000,56.000000,0.085470,0.050847,0.000000,0.000000,36.000000,1.000000,2.232547,3.000000,27.000000,0.637376,0.664035,0.024005,24.060990,72.500000,87.614113,10.406711,49.328167,60.000000,50.500118,49.499882,0.085470,0.000000,否,,否,,中风险,信用得分=50.50，有效销项金额=6195429.53，毛利率=-4.10%，有效经营月份=36.0，最大作废率=8.55%，最大负数率=0.00%，进销匹配差异=0.02，客户HHI=0.637，供应商HHI=0.664
可选消费与门店经营,高冲击,1.000000,E294,个体经营E294 ,类C,15848923.923000,4089504.260000,440247.886750,0.719379,310.000000,845.000000,0.136490,0.025375,0.002786,0.004614,34.000000,2.000000,0.957531,47.000000,234.000000,0.071845,0.081972,0.819379,20.372239,81.478736,65.860167,58.941150,54.734628,60.000000,55.642079,44.357921,0.136490,0.004614,否,,否,,中风险,信用得分=55.64，有效销项金额=15848923.92，毛利率=71.94%，有效经营月份=34.0，最大作废率=13.65%，最大负数率=0.46%，进销匹配差异=0.82，客户HHI=0.072，供应商HHI=0.082
制造与设备,中冲击,1.000000,E295,***电器设备制造有限公司,类B,11624137.957000,11177597.670000,352246.604758,0.132653,206.000000,818.000000,0.179283,0.042155,0.011952,0.001171,36.000000,2.000000,1.152502,57.000000,213.000000,0.057655,0.069313,0.182653,33.792643,81.770799,69.911153,59.757869,60.009854,75.000000,61.731682,38.268318,0.179283,0.011952,否,,否,,中风险,信用得分=61.73，有效销项金额=11624137.96，毛利率=13.27%，有效经营月份=36.0，最大作废率=17.93%，最大负数率=1.20%，进销匹配差异=0.18，客户HHI=0.058，供应商HHI=0.069
装饰装修与家居,高冲击,1.250000,E296,***装饰设计工程有限公司,类D,7732041.975000,5441938.890000,386602.098750,0.435115,219.000000,1446.000000,0.130952,0.063472,0.075397,0.018135,28.000000,14.000000,1.854885,18.000000,381.000000,0.394916,0.043255,0.560115,33.096770,35.015479,60.555157,53.417172,44.505125,30.000000,44.099512,55.900488,0.130952,0.075397,否,,是,信用得分44.10 < 50；高冲击行业且销项收入波动系数>1.5,高风险,信用得分=44.10，有效销项金额=7732041.97，毛利率=43.51%，有效经营月份=28.0，最大作废率=13.10%，最大负数率=7.54%，进销匹配差异=0.56，客户HHI=0.395，供应商HHI=0.043
建筑与工程,中高冲击,1.000000,E297,***建筑机械租赁有限公司,类C,10643880.031200,10296967.850000,760277.145085,0.170422,162.000000,50.000000,0.114754,0.000000,0.000000,0.000000,16.000000,4.000000,0.937139,3.000000,10.000000,0.488659,0.583601,0.245422,35.267387,49.761963,79.639555,17.067575,46.344111,60.000000,48.092643,51.907357,0.114754,0.000000,否,,是,信用得分48.09 < 50,高风险,信用得分=48.09，有效销项金额=10643880.03，毛利率=17.04%，有效经营月份=16.0，最大作废率=11.48%，最大负数率=0.00%，进销匹配差异=0.25，客户HHI=0.489，供应商HHI=0.584
其他服务,中冲击,1.000000,E298,***电器维护服务有限公司,类B,13794066.194500,5471901.900000,363001.741961,0.612818,2436.000000,902.000000,0.134021,0.007701,0.011376,0.011001,37.000000,1.000000,0.689975,253.000000,70.000000,0.291747,0.103200,0.662818,25.423192,90.694792,67.931345,61.112579,59.506008,75.000000,61.200108,38.799892,0.134021,0.011376,否,,否,,中风险,信用得分=61.20，有效销项金额=13794066.19，毛利率=61.28%，有效经营月份=37.0，最大作废率=13.40%，最大负数率=1.14%，进销匹配差异=0.66，客户HHI=0.292，供应商HHI=0.103
其他服务,中冲击,1.150000,E299,***压缩天然气有限责任公司,类C,16287439.206725,24189235.730000,428616.821229,-0.286459,495.000000,570.000000,0.091743,0.037162,0.011009,0.010135,37.000000,1.000000,0.931074,265.000000,109.000000,0.323242,0.418730,0.228959,6.272638,87.346199,81.497848,52.519438,54.596691,60.000000,55.915749,44.084251,0.091743,0.011009,否,,否,,中风险,信用得分=55.92，有效销项金额=16287439.21，毛利率=-28.65%，有效经营月份=37.0，最大作废率=9.17%，最大负数率=1.10%，进销匹配差异=0.23，客户HHI=0.323，供应商HHI=0.419
建筑与工程,中高冲击,1.150000,E300,***建设工程有限公司,类C,13848585.035130,14744459.950000,728872.896586,0.118426,223.000000,747.000000,0.093496,0.031128,0.016260,0.002594,33.000000,8.000000,1.679867,23.000000,232.000000,0.154502,0.060656,0.204676,35.827485,54.946287,80.889730,54.972810,55.701812,60.000000,57.163123,42.836877,0.093496,0.016260,否,,否,,中风险,信用得分=57.16，有效销项金额=13848585.04，毛利率=11.84%，有效经营月份=33.0，最大作废率=9.35%，最大负数率=1.63%，进销匹配差异=0.20，客户HHI=0.155，供应商HHI=0.061
其他服务,中冲击,1.150000,E301,***企业管理咨询有限公司,类B,12754440.625750,3919541.140000,375130.606639,0.688203,428.000000,2971.000000,0.065502,0.019148,0.017467,0.002311,35.000000,1.000000,1.427293,119.000000,789.000000,0.112634,0.066295,0.745703,21.137604,78.954265,75.159867,79.739973,60.817809,75.000000,63.313215,36.686785,0.065502,0.017467,否,,否,,中风险,信用得分=63.31，有效销项金额=12754440.63，毛利率=68.82%，有效经营月份=35.0，最大作废率=6.55%，最大负数率=1.75%，进销匹配差异=0.75，客户HHI=0.113，供应商HHI=0.066
制造与设备,中冲击,1.000000,E302,***机电设备有限公司,类C,7958108.824500,3118772.120000,221058.578458,0.616886,261.000000,899.000000,0.096886,0.058639,0.003460,0.008377,37.000000,2.000000,1.052074,33.000000,236.000000,0.092797,0.098379,0.666886,23.358627,83.165642,73.508905,56.703107,57.516847,60.000000,58.190633,41.809367,0.096886,0.008377,否,,否,,中风险,信用得分=58.19，有效销项金额=7958108.82，毛利率=61.69%，有效经营月份=37.0，最大作废率=9.69%，最大负数率=0.84%，进销匹配差异=0.67，客户HHI=0.093，供应商HHI=0.098
其他服务,中冲击,1.000000,E303,***图书发行有限公司,类C,13895413.938500,2176920.410000,421073.149652,0.816835,315.000000,682.000000,0.125000,0.015873,0.002778,0.001443,37.000000,5.000000,0.581924,42.000000,108.000000,0.105707,0.295406,0.866835,14.556727,82.195503,66.913687,45.547044,50.753725,60.000000,51.916113,48.083887,0.125000,0.002778,否,,否,,中风险,信用得分=51.92，有效销项金额=13895413.94，毛利率=81.68%，有效经营月份=37.0，最大作废率=12.50%，最大负数率=0.28%，进销匹配差异=0.87，客户HHI=0.106，供应商HHI=0.295
科技与线上服务,中冲击,1.150000,E304,***环保科技有限公司,类C,7760802.547125,16812220.660000,209751.420192,-0.850113,951.000000,588.000000,0.075802,0.031301,0.000000,0.001647,36.000000,1.000000,0.833033,198.000000,142.000000,0.047273,0.209930,0.792613,2.372313,88.707874,75.269942,64.018975,54.509943,60.000000,55.955934,44.044066,0.075802,0.001647,否,,否,,中风险,信用得分=55.96，有效销项金额=7760802.55，毛利率=-85.01%，有效经营月份=36.0，最大作废率=7.58%，最大负数率=0.16%，进销匹配差异=0.79，客户HHI=0.047，供应商HHI=0.210
其他服务,中冲击,1.000000,E305,***劳务有限公司,类C,40661540.304000,19412737.840000,1563905.396307,0.544191,321.000000,575.000000,0.105850,0.025424,0.005571,0.000000,36.000000,3.000000,1.105005,4.000000,164.000000,0.334961,0.395127,0.594191,39.911420,79.930486,73.947007,34.228320,57.288463,60.000000,57.296368,42.703632,0.105850,0.005571,否,,否,,中风险,信用得分=57.30，有效销项金额=40661540.30，毛利率=54.42%，有效经营月份=36.0，最大作废率=10.59%，最大负数率=0.56%，进销匹配差异=0.59，客户HHI=0.335，供应商HHI=0.395
可选消费与门店经营,高冲击,1.000000,E306,个体经营E306 ,类C,8784849.220000,3607070.910000,258377.918235,0.612579,329.000000,1225.000000,0.138743,0.020783,0.020942,0.003997,32.000000,3.000000,1.428649,64.000000,340.000000,0.078735,0.229848,0.712579,23.925701,69.435424,64.964548,59.605200,52.698743,60.000000,54.030687,45.969313,0.138743,0.020942,否,,否,,中风险,信用得分=54.03，有效销项金额=8784849.22，毛利率=61.26%，有效经营月份=32.0，最大作废率=13.87%，最大负数率=2.09%，进销匹配差异=0.71，客户HHI=0.079，供应商HHI=0.230
建筑与工程,中高冲击,1.150000,E307,***通信工程有限公司,类C,4583715.606090,3079011.130000,327408.257578,0.411969,98.000000,452.000000,0.147826,0.019523,0.000000,0.000000,31.000000,6.000000,2.555888,10.000000,110.000000,0.324016,0.412703,0.498219,32.174508,52.500000,70.585527,32.308419,46.885418,60.000000,48.651693,51.348307,0.147826,0.000000,否,,是,信用得分48.65 < 50,高风险,信用得分=48.65，有效销项金额=4583715.61，毛利率=41.20%，有效经营月份=31.0，最大作废率=14.78%，最大负数率=0.00%，进销匹配差异=0.50，客户HHI=0.324，供应商HHI=0.413
文娱广告与线下服务,高冲击,1.000000,E308,***餐饮文化服务有限公司,类B,8357182.092000,8216874.260000,225869.786270,0.211752,1613.000000,487.000000,0.199504,0.052529,0.005459,0.017510,35.000000,2.000000,0.717201,1535.000000,64.000000,0.001383,0.069548,0.311752,32.567282,86.316653,63.987280,75.736569,62.493482,75.000000,64.049285,35.950715,0.199504,0.017510,否,,否,,中风险,信用得分=64.05，有效销项金额=8357182.09，毛利率=21.18%，有效经营月份=35.0，最大作废率=19.95%，最大负数率=1.75%，进销匹配差异=0.31，客户HHI=0.001，供应商HHI=0.070
可选消费与门店经营,高冲击,1.000000,E309,个体经营E309 ,类C,8913314.487000,6372921.700000,270100.439000,0.399508,172.000000,934.000000,0.184834,0.052738,0.009479,0.014199,33.000000,4.000000,1.412922,38.000000,194.000000,0.092717,0.080252,0.499508,32.869731,68.653861,63.252000,55.997860,54.036957,60.000000,54.960777,45.039223,0.184834,0.014199,否,,否,,中风险,信用得分=54.96，有效销项金额=8913314.49，毛利率=39.95%，有效经营月份=33.0，最大作废率=18.48%，最大负数率=1.42%，进销匹配差异=0.50，客户HHI=0.093，供应商HHI=0.080
其他服务,中冲击,1.000000,E310,***律师事务所,类B,9444785.446500,3675969.840000,304670.498275,0.619175,938.000000,1839.000000,0.059178,0.012352,0.030090,0.004834,30.000000,1.000000,0.692063,449.000000,480.000000,0.023542,0.057114,0.669175,23.899232,81.665799,75.491017,92.752586,65.009491,75.000000,67.231239,32.768761,0.059178,0.030090,否,,否,,较低风险,信用得分=67.23，有效销项金额=9444785.45，毛利率=61.92%，有效经营月份=30.0，最大作废率=5.92%，最大负数率=3.01%，进销匹配差异=0.67，客户HHI=0.024，供应商HHI=0.057
其他服务,中冲击,1.000000,E311,***律师事务所,类C,9070715.041000,1996852.280000,348873.655423,0.762879,411.000000,2514.000000,0.119914,0.011792,0.040685,0.008648,26.000000,1.000000,0.783289,131.000000,346.000000,0.048388,0.051656,0.812879,16.162932,74.398767,62.883907,71.895605,53.548669,60.000000,55.020584,44.979416,0.119914,0.040685,否,,否,,中风险,信用得分=55.02，有效销项金额=9070715.04，毛利率=76.29%，有效经营月份=26.0，最大作废率=11.99%，最大负数率=4.07%，进销匹配差异=0.81，客户HHI=0.048，供应商HHI=0.052
装饰装修与家居,高冲击,1.150000,E312,***家居用品有限公司,类C,8024811.899100,73673797.930000,216886.808084,-5.128392,666.000000,4433.000000,0.024890,0.047077,0.021962,0.006879,35.000000,2.000000,0.846032,190.000000,906.000000,0.164000,0.064533,5.013392,2.458623,84.527337,55.114920,83.835559,52.415263,60.000000,54.065965,45.934035,0.047077,0.021962,是,进销匹配差异5.01 > 4,否,,中风险,信用得分=54.07，有效销项金额=8024811.90，毛利率=-512.84%，有效经营月份=35.0，最大作废率=4.71%，最大负数率=2.20%，进销匹配差异=5.01，客户HHI=0.164，供应商HHI=0.065
物流运输,中冲击,1.000000,E313,***物流有限公司,类B,11239164.678000,7075381.480000,303761.207513,0.414900,279.000000,325.000000,0.060606,0.018127,0.026936,0.015106,37.000000,2.000000,0.792755,29.000000,63.000000,0.198202,0.191030,0.464900,33.509459,86.767292,79.339010,43.077000,60.194813,75.000000,61.680976,38.319024,0.060606,0.026936,否,,否,,中风险,信用得分=61.68，有效销项金额=11239164.68，毛利率=41.49%，有效经营月份=37.0，最大作废率=6.06%，最大负数率=2.69%，进销匹配差异=0.46，客户HHI=0.198，供应商HHI=0.191
文娱广告与线下服务,高冲击,1.000000,E314,***房地产营销策划有限公司,类C,5183809.778000,2971881.770000,167219.670258,0.498690,110.000000,1237.000000,0.133858,0.009608,0.015748,0.031225,34.000000,4.000000,1.490593,5.000000,233.000000,0.293383,0.335420,0.598690,28.986056,69.075090,66.099055,40.313792,50.552112,60.000000,51.649054,48.350946,0.133858,0.031225,否,,否,,中风险,信用得分=51.65，有效销项金额=5183809.78，毛利率=49.87%，有效经营月份=34.0，最大作废率=13.39%，最大负数率=3.12%，进销匹配差异=0.60，客户HHI=0.293，供应商HHI=0.335
其他服务,中冲击,1.000000,E315,***轮胎有限公司,类B,9723926.534500,2140613.280000,262808.825257,0.762882,1533.000000,376.000000,0.029747,0.030928,0.001899,0.010309,37.000000,1.000000,0.499713,140.000000,95.000000,0.147916,0.058010,0.812882,15.947807,93.337326,79.898295,59.127727,59.918793,75.000000,61.954536,38.045464,0.030928,0.010309,否,,否,,中风险,信用得分=61.95，有效销项金额=9723926.53，毛利率=76.29%，有效经营月份=37.0，最大作废率=3.09%，最大负数率=1.03%，进销匹配差异=0.81，客户HHI=0.148，供应商HHI=0.058
可选消费与门店经营,高冲击,1.150000,E316,个体经营E316 ,类C,7087586.645350,2516088.690000,214775.352889,0.652475,404.000000,754.000000,0.114035,0.016949,0.028509,0.003911,34.000000,3.000000,1.866167,22.000000,185.000000,0.530236,0.090250,0.767475,21.204062,66.358790,66.327937,40.011168,47.535134,60.000000,49.156992,50.843008,0.114035,0.028509,否,,是,信用得分49.16 < 50；高冲击行业且销项收入波动系数>1.5,高风险,信用得分=49.16，有效销项金额=7087586.65，毛利率=65.25%，有效经营月份=34.0，最大作废率=11.40%，最大负数率=2.85%，进销匹配差异=0.77，客户HHI=0.530，供应商HHI=0.090
科技与线上服务,中冲击,1.250000,E317,***科技有限公司,类C,4643477.280000,1637924.230000,185739.091200,0.650902,171.000000,347.000000,0.181818,0.019774,0.047847,0.008475,31.000000,7.000000,1.447163,33.000000,107.000000,0.078513,0.103963,0.713402,20.643784,57.678299,54.883895,51.793730,44.692429,60.000000,46.776325,53.223675,0.181818,0.047847,否,,是,信用得分46.78 < 50,高风险,信用得分=46.78，有效销项金额=4643477.28，毛利率=65.09%，有效经营月份=31.0，最大作废率=18.18%，最大负数率=4.78%，进销匹配差异=0.71，客户HHI=0.079，供应商HHI=0.104
普通批发商贸,中冲击,1.000000,E318,***商贸有限公司,类C,9465655.921500,1186897.160000,249096.208461,0.843419,349.000000,297.000000,0.146699,0.010000,0.004890,0.006667,37.000000,1.000000,0.403886,16.000000,25.000000,0.201558,0.303869,0.893419,11.442631,94.668247,62.827257,36.783488,50.163363,60.000000,50.857819,49.142181,0.146699,0.006667,否,,否,,中风险,信用得分=50.86，有效销项金额=9465655.92，毛利率=84.34%，有效经营月份=37.0，最大作废率=14.67%，最大负数率=0.67%，进销匹配差异=0.89，客户HHI=0.202，供应商HHI=0.304
可选消费与门店经营,高冲击,1.000000,E319,个体经营E319 ,类B,9489574.318000,7265941.140000,263599.286611,0.364027,691.000000,176.000000,0.068733,0.032967,0.008086,0.005495,34.000000,2.000000,0.686100,174.000000,36.000000,0.032056,0.090134,0.464027,32.966917,85.248611,81.044007,62.161278,63.895485,75.000000,65.484709,34.515291,0.068733,0.008086,否,,否,,较低风险,信用得分=65.48，有效销项金额=9489574.32，毛利率=36.40%，有效经营月份=34.0，最大作废率=6.87%，最大负数率=0.81%，进销匹配差异=0.46，客户HHI=0.032，供应商HHI=0.090
建筑与工程,中高冲击,1.000000,E320,***建筑设计有限公司,类C,6629389.291200,6696594.760000,1104898.215200,0.137093,92.000000,231.000000,0.061224,0.053279,0.000000,0.000000,28.000000,6.000000,1.225239,5.000000,77.000000,0.466403,0.645411,0.212093,35.827012,58.760576,87.717012,18.558539,51.079209,60.000000,52.349829,47.650171,0.061224,0.000000,否,,否,,中风险,信用得分=52.35，有效销项金额=6629389.29，毛利率=13.71%，有效经营月份=28.0，最大作废率=6.12%，最大负数率=0.00%，进销匹配差异=0.21，客户HHI=0.466，供应商HHI=0.645
物流运输,中冲击,1.000000,E321,***生物流有限公司,类C,9621319.736500,5147612.820000,260035.668554,0.495232,365.000000,62.000000,0.145199,0.015873,0.014052,0.015873,36.000000,1.000000,1.069585,125.000000,15.000000,0.037459,0.657056,0.545232,30.513353,85.422431,67.749630,39.049167,55.256855,60.000000,55.460065,44.539935,0.145199,0.015873,否,,否,,中风险,信用得分=55.46，有效销项金额=9621319.74，毛利率=49.52%，有效经营月份=36.0，最大作废率=14.52%，最大负数率=1.59%，进销匹配差异=0.55，客户HHI=0.037，供应商HHI=0.657
装饰装修与家居,高冲击,1.000000,E322,***装饰工程设计有限公司,类C,7049031.003000,9064070.760000,243070.034586,-0.000102,832.000000,884.000000,0.054545,0.022124,0.050000,0.013274,28.000000,3.000000,1.275312,14.000000,230.000000,0.235423,0.088297,0.099898,28.062295,65.565111,83.115485,50.692129,55.727263,60.000000,57.045893,42.954107,0.054545,0.050000,否,,否,,中风险,信用得分=57.05，有效销项金额=7049031.00，毛利率=-0.01%，有效经营月份=28.0，最大作废率=5.45%，最大负数率=5.00%，进销匹配差异=0.10，客户HHI=0.235，供应商HHI=0.088
